0.0	0.0
0.7	0.0
1.4	0.0
2.2	0.0
2.9	0.0
3.6	0.0
4.3	0.0
5.0	0.0
5.8	0.0
6.5	0.0
7.2	0.0
7.9	0.0
8.6	0.0
9.4	0.0
10.1	0.0
10.8	0.0
11.5	0.0
12.2	0.0
13.0	0.0
13.7	0.0
14.4	0.0
15.1	0.0
15.8	0.0
16.6	0.0
17.3	0.0
18.0	0.0
18.7	0.0
19.4	0.0
20.2	0.0
20.9	0.0
21.6	0.0
22.3	0.0
23.0	0.0
23.8	0.0
24.5	0.0
25.2	0.0
25.9	0.0
26.6	0.0
27.4	0.0
28.1	0.0
28.8	0.0
29.5	0.0
30.2	0.0
31.0	0.0
31.7	0.0
32.4	0.0
33.1	0.0
33.8	0.0
34.6	0.0
35.3	0.1
36.0	0.0
36.7	0.0
37.4	0.0
38.2	0.0
38.9	0.2
39.6	0.1
40.3	0.1
41.0	0.1
41.8	0.3
42.5	0.0
43.2	0.0
43.9	0.0
44.6	0.5
45.4	0.1
46.1	0.4
46.8	0.3
47.5	0.4
48.2	1.0
49.0	0.4
49.7	0.9
50.4	0.9
51.1	1.3
51.8	1.5
52.6	1.0
53.3	1.0
54.0	1.1
54.7	1.1
55.4	0.7
56.2	2.1
56.9	1.4
57.6	1.3
58.3	2.8
59.0	2.0
59.8	2.7
60.5	2.2
61.2	3.0
61.9	2.8
62.6	2.7
63.4	2.2
64.1	2.4
64.8	3.2
65.5	3.4
66.2	3.7
67.0	4.3
67.7	4.4
68.4	4.9
69.1	5.2
69.8	4.5
70.6	4.8
71.3	5.5
72.0	5.0
72.7	4.6
73.4	4.3
74.2	4.2
74.9	4.4
75.6	5.0
76.3	5.1
77.0	5.4
77.8	5.3
78.5	5.5
79.2	5.9
79.9	3.7
80.6	5.9
81.4	5.7
82.1	6.7
82.8	5.4
83.5	6.1
84.2	4.8
85.0	5.7
85.7	6.3
86.4	6.7
87.1	5.5
87.8	6.3
88.6	6.3
89.3	7.3
90.0	5.0
90.7	6.2
91.4	6.1
92.2	4.7
92.9	5.8
93.6	6.2
94.3	5.3
95.0	5.7
95.8	4.9
96.5	4.8
97.2	6.2
97.9	7.4
98.6	6.4
99.4	6.2
100.1	5.8
100.8	6.0
101.5	6.3
102.2	5.4
103.0	6.6
103.7	4.8
104.4	6.7
105.1	5.2
105.8	5.0
106.6	6.8
107.3	7.6
108.0	5.7
108.7	5.4
109.4	7.0
110.2	5.7
110.9	6.2
111.6	5.6
112.3	4.9
113.0	5.4
113.8	4.6
114.5	5.8
115.2	6.5
115.9	4.7
116.6	5.7
117.4	5.8
118.1	4.6
118.8	4.7
119.5	4.6
120.2	6.0
121.0	5.0
121.7	6.9
122.4	5.2
123.1	3.3
123.8	5.8
124.6	5.1
125.3	5.2
126.0	5.3
126.7	4.5
127.4	4.3
128.2	5.3
128.9	5.2
129.6	5.1
130.3	6.6
131.0	5.1
131.8	4.8
132.5	4.7
133.2	4.7
133.9	2.9
134.6	4.6
135.4	4.2
136.1	3.6
136.8	4.9
137.5	3.9
138.2	4.8
139.0	4.1
139.7	4.6
140.4	4.5
141.1	4.0
141.8	4.9
142.6	4.8
143.3	4.1
144.0	5.4
144.7	4.8
145.4	4.8
146.2	3.9
146.9	3.5
147.6	4.4
148.3	4.1
149.0	5.1
149.8	4.4
150.5	4.9
151.2	4.6
151.9	4.0
152.6	3.9
153.4	4.6
154.1	4.2
154.8	4.0
155.5	4.0
156.2	4.1
157.0	4.7
157.7	5.3
158.4	3.3
159.1	4.2
159.8	4.7
160.6	3.0
161.3	4.2
162.0	4.1
162.7	4.3
163.4	3.8
164.2	2.1
164.9	3.6
165.6	4.2
166.3	4.5
167.0	5.5
167.8	4.6
168.5	4.1
169.2	5.2
169.9	3.2
170.6	3.1
171.4	3.8
172.1	3.7
172.8	3.2
173.5	2.8
174.2	3.5
175.0	3.0
175.7	3.3
176.4	3.5
177.1	3.9
177.8	4.8
178.6	4.4
179.3	3.2
180.0	3.5
180.7	2.8
181.4	4.0
182.2	4.6
182.9	3.6
183.6	4.4
184.3	3.4
185.0	4.9
185.8	4.2
186.5	5.2
187.2	3.9
187.9	4.4
188.6	3.8
189.4	4.5
190.1	4.2
190.8	3.8
191.5	3.9
192.2	3.2
193.0	4.7
193.7	4.4
194.4	4.5
195.1	3.8
195.8	3.8
196.6	3.0
197.3	4.4
198.0	4.6
198.7	4.0
199.4	4.2
200.2	3.0
200.9	3.8
201.6	3.6
202.3	3.4
203.0	4.3
203.8	3.9
204.5	4.3
205.2	4.2
205.9	4.3
206.6	4.2
207.4	4.2
208.1	3.9
208.8	4.0
209.5	4.0
210.2	4.3
211.0	4.7
211.7	5.0
212.4	4.6
213.1	5.2
213.8	3.8
214.6	4.5
215.3	3.6
216.0	5.2
216.7	3.5
217.4	4.4
218.2	4.9
218.9	4.2
219.6	4.9
220.3	4.2
221.0	4.2
221.8	3.7
222.5	4.2
223.2	4.5
223.9	5.6
224.6	5.4
225.4	4.7
226.1	6.5
226.8	4.1
227.5	4.4
228.2	3.8
229.0	4.6
229.7	4.0
230.4	4.1
231.1	5.4
231.8	5.1
232.6	4.2
233.3	3.8
234.0	4.6
234.7	4.1
235.4	4.4
236.2	5.8
236.9	5.1
237.6	4.9
238.3	4.1
239.0	4.8
239.8	4.4
240.5	5.5
241.2	3.1
241.9	5.2
242.6	5.1
243.4	4.4
244.1	4.3
244.8	6.5
245.5	4.6
246.2	5.1
247.0	5.3
247.7	5.2
248.4	6.7
249.1	4.8
249.8	4.7
250.6	3.8
251.3	5.0
252.0	4.8
252.7	4.2
253.4	4.7
254.2	4.9
254.9	5.9
255.6	5.0
256.3	4.7
257.0	4.5
257.8	3.3
258.5	4.0
259.2	4.1
259.9	5.2
260.6	4.3
