2267 1
6184 1
3221 1
780 1
740 1
80 2
782 1
742 1
701 2
81 3
743 1
82 1
702 2
784 1
785 1
703 2
744 2
83 1
470 5
84 3
786 1
471 2
704 2
430 8
85 4
4882 1
746 1
472 4
705 4
431 5
747 2
706 3
86 6
473 5
432 4
788 1
1920 1
4884 1
707 2
87 1
474 3
433 6
88 3
4885 1
708 2
475 5
160 6
434 6
749 2
709 1
476 2
89 2
435 10
161 4
120 5
436 6
477 2
162 3
121 8
478 2
437 4
4847 1
163 9
122 7
123 6
1610 1
479 8
438 4
164 4
439 5
124 12
1611 1
165 6
4809 1
1612 1
125 4
166 5
126 4
167 5
168 6
1340 1
127 6
169 6
128 7
129 3
1616 1
4266 1
1344 1
1303 1
1307 1
1389 1
2922 1
2614 1
5265 1
5539 1
5226 2
2071 1
5227 1
2387 1
2073 2
2077 1
2079 1
3652 1
860 1
820 3
821 1
862 2
863 1
590 2
823 2
824 1
591 4
550 2
865 1
592 2
551 3
510 3
593 2
552 4
4921 1
826 1
511 5
553 1
594 2
827 2
512 2
554 1
4923 1
513 4
280 5
595 2
828 2
829 1
514 2
240 3
281 9
555 2
597 1
556 1
515 1
241 3
282 7
200 9
598 1
1770 1
516 1
557 2
283 4
242 4
201 10
599 1
202 3
558 4
284 2
243 5
517 7
1772 1
203 2
244 7
285 3
518 3
519 1
245 2
286 3
204 6
1733 1
246 3
205 9
287 9
247 6
288 3
206 5
1420 1
1776 1
207 3
248 6
289 2
1736 1
4659 1
249 5
208 6
1463 1
209 7
1422 1
1779 1
1191 1
4389 1
1467 1
1193 1
1427 1
1113 1
1195 1
1196 1
1114 1
1115 1
1116 1
1117 2
1119 1
5340 1
5301 1
5070 1
1070 1
2737 1
1072 2
1032 2
5033 1
1033 1
5034 1
1034 1
5309 1
1038 1
5038 1
2157 1
980 2
940 1
981 1
900 2
942 3
943 2
902 1
984 3
903 1
985 3
944 3
671 1
945 1
904 1
672 2
946 3
632 1
906 1
674 1
907 2
989 1
633 3
675 1
908 1
634 2
360 6
949 1
320 7
909 1
361 5
677 3
636 6
362 7
321 9
1891 1
678 2
363 9
322 2
638 1
679 5
364 9
323 6
365 5
1893 1
324 8
325 6
366 7
367 4
326 5
368 8
327 10
1897 1
1500 1
1582 1
369 6
328 11
1816 1
329 12
1543 1
1858 1
1503 1
4152 1
1544 1
1586 1
1272 1
1548 1
1274 1
1233 1
1508 1
1509 1
1276 1
1235 1
1237 1
1238 1
5732 1
5420 1
5461 1
2543 1
5111 1
2271 1
5153 1
5154 1
5155 2
2589 1
2274 1
5156 1
5116 1
5118 1
2239 1
3813 1
3854 1
3896 1
3814 1
3587 1
790 1
791 1
750 1
792 1
90 7
793 1
91 3
752 1
50 1
753 2
92 4
795 1
93 7
480 5
713 2
481 2
714 1
4850 1
94 1
755 1
440 1
95 4
756 2
482 3
441 2
400 8
757 1
716 1
798 2
483 3
96 3
401 7
442 9
717 1
484 2
758 1
799 1
97 7
56 1
443 5
402 5
403 3
718 2
4813 1
170 9
98 7
485 3
444 6
404 7
445 5
171 9
99 7
719 1
130 7
405 4
487 3
1933 1
446 4
131 8
172 9
1934 1
447 3
173 4
488 3
406 4
132 5
489 3
448 3
1976 1
174 8
407 3
133 12
1662 1
175 8
4503 1
134 6
449 8
408 5
4271 1
409 4
176 6
135 7
177 5
1390 1
136 6
1624 1
137 11
178 4
1666 1
179 5
1351 1
138 9
139 10
1353 2
4509 1
1398 2
1358 1
1359 2
1319 1
2936 1
5270 1
2978 1
2622 1
2664 1
2938 1
2665 1
5274 1
2666 1
2667 1
5276 1
2668 1
2081 2
5278 1
2396 2
2046 1
2006 1
3930 1
3973 1
3668 1
3000 1
870 2
872 1
833 1
875 1
560 3
561 2
835 2
876 1
520 1
4971 2
562 1
836 1
521 4
522 2
878 1
563 4
290 6
879 3
564 4
291 2
565 4
524 1
250 4
566 4
210 5
251 1
525 6
292 10
4977 1
526 1
567 3
293 8
252 8
