13.7	1.0
18.0	1.0
18.7	1.0
20.2	1.0
23.8	1.0
24.5	2.0
25.2	1.0
26.6	2.0
28.1	1.0
28.8	2.0
29.5	6.0
30.2	5.0
31.0	12.0
31.7	20.0
32.4	36.0
33.1	52.0
33.8	74.0
34.6	128.0
35.3	165.0
36.0	245.0
36.7	345.0
37.4	460.0
38.2	613.0
38.9	759.0
39.6	842.0
40.3	1001.0
41.0	1167.0
41.8	1343.0
42.5	1474.0
43.2	1503.0
43.9	1669.0
44.6	1737.0
45.4	1949.0
46.1	1851.0
46.8	1829.0
47.5	1965.0
48.2	2072.0
49.0	2072.0
49.7	2144.0
50.4	2111.0
51.1	2092.0
51.8	2049.0
52.6	1973.0
53.3	1990.0
54.0	2010.0
54.7	2008.0
55.4	1975.0
56.2	1985.0
56.9	1929.0
57.6	1985.0
58.3	1981.0
59.0	1998.0
59.8	2050.0
60.5	2033.0
61.2	1979.0
61.9	2099.0
62.6	2051.0
63.4	2116.0
64.1	2155.0
64.8	2188.0
65.5	2231.0
66.2	2347.0
67.0	2269.0
67.7	2315.0
68.4	2321.0
69.1	2468.0
69.8	2472.0
70.6	2469.0
71.3	2570.0
72.0	2651.0
72.7	2674.0
73.4	2588.0
74.2	2617.0
74.9	2724.0
75.6	2807.0
76.3	2733.0
77.0	2936.0
77.8	2934.0
78.5	2965.0
79.2	2881.0
79.9	3060.0
80.6	3060.0
81.4	3064.0
82.1	3124.0
82.8	3005.0
83.5	3083.0
84.2	3233.0
85.0	3256.0
85.7	3189.0
86.4	3173.0
87.1	3269.0
87.8	3239.0
88.6	3411.0
89.3	3211.0
90.0	3351.0
90.7	3287.0
91.4	3402.0
92.2	3337.0
92.9	3402.0
93.6	3370.0
94.3	3398.0
95.0	3307.0
95.8	3442.0
96.5	3408.0
97.2	3349.0
97.9	3462.0
98.6	3333.0
99.4	3484.0
100.1	3488.0
100.8	3362.0
101.5	3415.0
102.2	3419.0
103.0	3517.0
103.7	3447.0
104.4	3439.0
105.1	3516.0
105.8	3422.0
106.6	3370.0
107.3	3393.0
108.0	3489.0
108.7	3316.0
109.4	3412.0
110.2	3424.0
110.9	3360.0
111.6	3315.0
112.3	3379.0
113.0	3369.0
113.8	3364.0
114.5	3446.0
115.2	3449.0
115.9	3307.0
116.6	3339.0
117.4	3442.0
118.1	3413.0
118.8	3310.0
119.5	3347.0
120.2	3327.0
121.0	3233.0
121.7	3271.0
122.4	3195.0
123.1	3294.0
123.8	3212.0
124.6	3266.0
125.3	3219.0
126.0	3257.0
126.7	3203.0
127.4	3280.0
128.2	3143.0
128.9	3159.0
129.6	3175.0
130.3	3140.0
131.0	3133.0
131.8	3136.0
132.5	3071.0
133.2	3140.0
133.9	3140.0
134.6	3135.0
135.4	3028.0
136.1	3145.0
