x <T> <P>
31.0 903.62 956
31.0 903.39 958
31.0 903.56 956
31.0 903.67 955
31.0 903.46 957
31.0 903.38 958
31.0 903.39 958
31.0 903.33 958
31.0 903.35 958
31.0 903.35 958
31.0 903.46 957
31.0 903.39 958
31.0 903.30 959
31.0 903.48 957
31.0 903.44 957
31.0 903.33 958
31.0 903.72 955
31.0 903.69 955
31.0 903.35 958
31.0 903.67 955
31.0 903.38 958
31.0 903.52 956
31.0 903.74 955
31.0 903.65 955
31.0 903.74 955
31.0 903.43 957
31.0 903.46 957
31.0 903.43 957
31.0 903.44 957
31.0 903.41 957
31.0 903.38 958
31.0 903.38 958
31.0 903.65 955
31.0 903.75 954
31.0 903.38 958
31.0 903.74 955
31.0 903.41 957
31.0 903.38 958
31.0 903.43 957
31.0 903.40 958
31.0 903.38 958
31.0 903.36 958
31.0 903.33 958
31.0 903.46 957
31.0 903.49 957
31.0 903.49 957
31.0 903.36 958
31.0 903.70 955
31.0 903.36 958
31.0 903.69 955
31.0 903.36 958
31.0 903.75 954
31.0 903.36 958
31.0 903.69 955
31.0 903.70 955
31.0 903.67 955
31.0 903.49 957
31.0 903.33 958
31.0 903.43 957
31.0 903.33 958
31.0 903.69 955
31.0 903.69 955
31.0 903.69 955
31.0 903.65 955
31.0 903.69 955
31.0 903.38 958
31.0 903.41 957
31.0 903.48 957
31.0 903.51 957
31.0 903.43 957
31.0 903.48 957
31.0 903.39 958
31.0 903.36 958
31.0 903.75 954
31.0 903.75 954
31.0 903.74 955
31.0 903.65 955
31.0 903.36 958
31.0 903.48 957
31.0 903.26 959
31.0 903.41 957
31.0 903.43 957
31.0 903.65 955
31.0 903.70 955
31.0 903.33 958
31.0 903.53 956
31.0 903.38 958
31.0 903.38 958
31.0 903.49 957
31.0 903.43 957
31.0 903.49 957
31.0 903.41 957
31.0 903.61 956
31.0 903.65 955
31.0 903.46 957
31.0 903.72 955
31.0 903.65 955
31.0 903.43 957
31.0 903.41 957
31.0 903.66 955
31.0 903.72 955
31.0 903.72 955
31.0 903.33 958
31.0 903.44 957
31.0 903.38 958
31.0 903.49 957
31.0 903.53 956
31.0 903.43 957
31.0 903.49 957
31.0 903.30 959
31.0 903.64 955
31.0 903.56 956
31.0 903.59 956
31.0 903.70 955
31.0 903.69 955
31.0 903.43 957
31.0 903.59 956
31.0 903.46 957
31.0 903.39 958
31.0 903.39 958
31.0 903.43 957
31.0 903.43 957
31.0 903.59 956
31.0 903.46 957
31.0 903.69 955
31.0 903.39 958
31.0 903.43 957
31.0 903.49 957
31.0 903.65 955
31.0 903.69 955
31.0 903.52 956
31.0 903.65 955
31.0 903.79 954
31.0 903.38 958
31.0 903.46 957
31.0 903.36 958
31.0 903.46 957
31.0 903.44 957
31.0 903.39 958
31.0 903.65 955
31.0 903.53 956
31.0 903.65 955
31.0 903.77 954
31.0 903.67 955
31.0 903.69 955
31.0 903.41 957
31.0 903.46 957
31.0 903.48 957
31.0 903.52 956
31.0 903.41 957
31.0 903.43 957
31.0 903.77 954
31.0 903.38 958
31.0 903.46 957
31.0 903.46 957
31.0 903.38 958
31.0 903.49 957
31.0 903.56 956
31.0 903.39 958
31.0 903.43 957
31.0 903.43 957
31.0 903.49 957
31.0 903.43 957
31.0 903.72 955
31.0 903.52 956
31.0 903.49 957
31.0 903.65 955
31.0 903.65 955
31.0 903.49 957
31.0 903.72 955
31.0 903.43 957
31.0 903.36 958
31.0 903.69 955
31.0 903.39 958
31.0 903.33 958
31.0 903.65 955
31.0 903.59 956
31.0 903.69 955
31.0 903.74 955
31.0 903.36 958
31.0 903.36 958
31.0 903.39 958
31.0 903.49 957
31.0 903.69 955
31.0 903.67 955
31.0 903.67 955
31.0 903.33 958
31.0 903.74 955
31.0 903.33 958
31.0 903.69 955
31.0 903.33 958
31.0 903.48 957
31.0 903.72 955
31.0 903.43 957
31.0 903.69 955
31.0 903.39 958
31.0 903.46 957
31.0 903.33 958
31.0 903.49 957
31.0 903.36 958
31.0 903.46 957
31.0 903.41 957
31.0 903.39 958
31.0 903.43 957
31.0 903.69 955
31.0 903.43 957
31.0 903.49 957
31.0 903.43 957
31.0 903.38 958
31.0 903.33 958
31.0 903.43 957
31.0 903.49 957
31.0 903.36 958
31.0 903.52 956
31.0 903.33 958
31.0 903.65 955
31.0 903.36 958
31.0 903.75 954
31.0 903.46 957
31.0 903.46 957
31.0 903.65 955
31.0 903.40 958
31.0 903.46 957
31.0 903.36 958
31.0 903.30 959
31.0 903.40 958
31.0 903.56 956
31.0 903.75 954
31.0 903.41 957
31.0 903.41 957
31.0 903.70 955
31.0 903.36 958
31.0 903.67 955
31.0 903.44 957
31.0 903.72 955
31.0 903.39 958
31.0 903.49 957
31.0 903.39 958
31.0 903.35 958
31.0 903.72 955
31.0 903.69 955
31.0 903.65 955
31.0 903.40 958
31.0 903.44 957
31.0 903.46 957
31.0 903.43 957
31.0 903.33 958
31.0 903.72 955
31.0 903.67 955
31.0 903.62 956
31.0 903.69 955
31.0 903.57 956
31.0 903.69 955
31.0 903.49 957
31.0 903.33 958
31.0 903.38 958
31.0 903.77 954
31.0 903.72 955
31.0 903.33 958
31.0 903.36 958
31.0 903.69 955
31.0 903.39 958
31.0 903.39 958
31.0 903.52 956
31.0 903.40 958
31.0 903.36 958
31.0 903.43 957
31.0 903.69 955
31.0 903.36 958
31.0 903.38 958
31.0 903.65 955
31.0 903.38 958
31.0 903.40 958
31.0 903.44 957
31.0 903.39 958
31.0 903.36 958
31.0 903.44 957
31.0 903.39 958
31.0 903.33 958
31.0 903.44 957
31.0 903.67 955
31.0 903.67 955
31.0 903.53 956
31.0 903.44 957
31.0 903.39 958
31.0 903.38 958
31.0 903.44 957
31.0 903.52 956
31.0 903.36 958
31.0 903.40 958
31.0 903.69 955
31.0 903.72 955
31.0 903.54 956
31.0 903.46 957
31.0 903.64 955
31.0 903.31 958
31.0 903.36 958
31.0 903.39 958
31.0 903.56 956
31.0 903.61 956
31.0 903.46 957
31.0 903.75 954
31.0 903.72 955
31.0 903.67 955
31.0 903.70 955
31.0 903.52 956
31.0 903.54 956
31.0 903.43 957
31.0 903.67 955
31.0 903.62 956
31.0 903.41 957
31.0 903.72 955
31.0 903.65 955
31.0 903.75 954
31.0 903.61 956
31.0 903.65 955
31.0 903.51 957
31.0 903.49 957
31.0 903.41 957
31.0 903.43 957
31.0 903.51 957
31.0 903.38 958
31.0 903.46 957
31.0 903.48 957
31.0 903.38 958
31.0 903.61 956
31.0 903.40 958
31.0 903.65 955
31.0 903.67 955
31.0 903.46 957
31.0 903.72 955
31.0 903.70 955
31.0 903.46 957
31.0 903.44 957
31.0 903.54 956
31.0 903.46 957
31.0 903.49 957
31.0 903.36 958
31.0 903.70 955
31.0 903.39 958
31.0 903.69 955
31.0 903.70 955
31.0 903.72 955
31.0 903.77 954
31.0 903.75 954
31.0 903.36 958
31.0 903.69 955
31.0 903.72 955
31.0 903.72 955
31.0 903.52 956
31.0 903.46 957
31.0 903.49 957
31.0 903.49 957
31.0 903.41 957
31.0 903.53 956
31.0 903.53 956
31.0 903.40 958
31.0 903.44 957
31.0 903.43 957
31.0 903.58 956
31.0 903.69 955
31.0 903.58 956
31.0 903.69 955
31.0 903.70 955
31.0 903.75 954
31.0 903.74 955
31.0 903.46 957
31.0 903.54 956
31.0 903.36 958
31.0 903.41 957
31.0 903.48 957
31.0 903.59 956
31.0 903.69 955
31.0 903.72 955
31.0 903.53 956
31.0 903.64 955
31.0 903.77 954
31.0 903.49 957
31.0 903.64 955
31.0 903.43 957
31.0 903.72 955
31.0 903.46 957
31.0 903.40 958
31.0 903.52 956
31.0 903.75 954
31.0 903.53 956
31.0 903.75 954
31.0 903.71 955
31.0 903.52 956
31.0 903.58 956
31.0 903.49 957
31.0 903.46 957
31.0 903.53 956
31.0 903.41 957
31.0 903.33 958
31.0 903.74 955
31.0 903.69 955
31.0 903.74 955
31.0 903.64 955
31.0 903.38 958
31.0 903.51 957
31.0 903.43 957
31.0 903.46 957
31.0 903.40 958
31.0 903.48 957
31.0 903.69 955
31.0 903.74 955
31.0 903.72 955
31.0 903.43 957
31.0 903.56 956
31.0 903.54 956
31.0 903.49 957
31.0 903.74 955
31.0 903.79 954
31.0 903.56 956
31.0 903.46 957
31.0 903.56 956
31.0 903.48 957
31.0 903.75 954
31.0 903.51 957
31.0 903.35 958
31.0 903.72 955
31.0 903.52 956
31.0 903.75 954
31.0 903.52 956
31.0 903.67 955
31.0 903.59 956
31.0 903.75 954
31.0 903.54 956
31.0 903.38 958
31.0 903.51 957
31.0 903.40 958
31.0 903.54 956
31.0 903.36 958
31.0 903.46 957
31.0 903.71 955
31.0 903.57 956
31.0 903.62 956
31.1 903.69 955
31.0 903.67 955
31.0 903.72 955
31.0 903.46 957
31.0 903.49 957
31.0 903.54 956
31.0 903.75 954
31.0 903.43 957
31.0 903.58 956
31.0 903.61 956
31.0 903.75 954
31.0 903.43 957
31.0 903.74 955
31.0 903.69 955
31.0 903.65 955
31.0 903.62 956
31.0 903.69 955
31.0 903.48 957
31.0 903.43 957
31.0 903.46 957
31.0 903.36 958
31.0 903.46 957
31.0 903.70 955
31.0 903.49 957
31.0 903.49 957
31.0 903.67 955
31.0 903.70 955
31.0 903.53 956
31.0 903.59 956
31.0 903.43 957
31.0 903.52 956
31.0 903.48 957
31.0 903.43 957
31.0 903.41 957
31.0 903.53 956
31.0 903.52 956
31.0 903.72 955
31.0 903.69 955
31.0 903.72 955
31.0 903.70 955
31.0 903.49 957
31.0 903.51 957
31.0 903.74 955
31.0 903.72 955
31.0 903.65 955
31.0 903.72 955
31.0 903.52 956
31.0 903.77 954
31.0 903.49 957
31.0 903.43 957
31.0 903.56 956
31.0 903.41 957
31.0 903.39 958
31.0 903.49 957
31.0 903.56 956
31.0 903.72 955
31.0 903.69 955
31.0 903.67 955
31.0 903.69 955
31.0 903.69 955
31.0 903.46 957
31.0 903.43 957
31.0 903.44 957
31.0 903.36 958
31.0 903.52 956
31.0 903.46 957
31.0 903.69 955
31.0 903.38 958
31.0 903.48 957
31.0 903.49 957
31.0 903.48 957
31.0 903.44 957
31.0 903.48 957
31.0 903.72 955
31.0 903.49 957
31.0 903.49 957
31.0 903.74 955
31.0 903.44 957
31.0 903.45 957
31.0 903.56 956
31.0 903.57 956
31.0 903.54 956
31.0 903.49 957
31.0 903.46 957
31.0 903.46 957
31.0 903.72 955
31.0 903.53 956
31.0 903.48 957
31.0 903.64 955
31.0 903.57 956
31.0 903.49 957
31.0 903.48 957
31.0 903.46 957
31.0 903.46 957
31.0 903.49 957
31.0 903.59 956
31.0 903.48 957
31.0 903.65 955
31.0 903.72 955
31.0 903.33 958
31.0 903.67 955
31.0 903.74 955
31.0 903.52 956
31.0 903.51 957
31.0 903.51 957
31.0 903.46 957
31.0 903.40 958
31.0 903.46 957
31.0 903.74 955
31.0 903.79 954
31.0 903.72 955
31.0 903.59 956
31.0 903.74 955
31.0 903.49 957
31.0 903.75 954
31.0 903.48 957
31.0 903.43 957
31.0 903.43 957
31.0 903.61 956
31.0 903.48 957
31.0 903.59 956
31.0 903.52 956
31.0 903.67 955
31.0 903.61 956
31.0 903.74 955
31.0 903.79 954
31.0 903.52 956
31.0 903.48 957
31.0 903.52 956
31.0 903.49 957
31.0 903.46 957
31.0 903.49 957
31.0 903.44 957
31.0 903.49 957
31.0 903.72 955
31.0 903.75 954
31.0 903.72 955
31.0 903.53 956
31.0 903.59 956
31.0 903.48 957
31.0 903.44 957
31.0 903.61 956
31.0 903.64 955
31.0 903.49 957
31.0 903.59 956
31.0 903.51 957
31.0 903.48 957
31.0 903.52 956
31.0 903.52 956
31.0 903.77 954
31.0 903.59 956
31.0 903.72 955
31.0 903.57 956
31.0 903.49 957
31.0 903.52 956
31.0 903.61 956
31.0 903.43 957
31.0 903.52 956
31.0 903.52 956
31.0 903.56 956
31.0 903.59 956
31.0 903.43 957
31.0 903.56 956
31.0 903.43 957
31.0 903.59 956
30.9 903.62 956
30.9 903.49 957
30.9 903.62 956
30.9 903.56 956
30.9 903.90 953
30.9 903.62 956
30.9 903.54 956
30.9 903.62 956
30.9 903.56 956
30.9 903.61 956
30.9 903.59 956
30.9 903.69 955
30.9 903.66 955
30.9 903.62 956
30.9 903.59 956
30.9 903.92 953
30.9 903.66 955
30.9 903.59 956
30.9 903.59 956
30.9 903.59 956
30.9 903.46 957
30.9 903.69 955
30.9 903.62 956
30.9 903.70 955
30.9 903.62 956
30.9 903.51 957
30.9 903.54 956
30.9 903.51 957
30.9 903.52 956
30.9 903.86 953
30.9 903.56 956
30.9 903.56 956
30.9 903.90 953
30.9 903.92 953
30.9 903.62 956
30.9 903.59 956
30.9 903.62 956
30.9 903.66 955
30.9 903.49 957
30.9 903.56 956
30.9 903.66 955
30.9 903.57 956
30.9 903.54 956
30.9 903.59 956
30.9 903.62 956
30.9 903.51 957
30.9 903.62 956
30.9 903.59 956
30.9 903.61 956
30.9 903.92 953
30.9 903.62 956
30.9 903.52 956
30.9 903.72 955
30.9 903.66 955
30.9 903.64 955
30.9 903.57 956
30.9 903.62 956
30.9 903.56 956
30.9 903.64 955
30.9 903.96 952
30.9 903.62 956
30.9 903.86 953
30.9 903.65 955
30.9 903.72 955
30.9 903.61 956
30.9 903.59 956
30.9 903.64 955
30.9 903.56 956
30.9 903.87 953
30.9 903.56 956
30.9 903.66 955
30.9 903.56 956
30.9 903.56 956
30.9 903.59 956
30.9 903.61 956
30.9 903.59 956
30.9 903.65 955
30.9 903.69 955
30.9 903.70 955
30.9 903.57 956
30.9 903.51 957
30.9 903.59 956
30.9 904.00 952
30.9 903.44 957
30.9 903.66 955
30.9 903.94 953
30.9 903.69 955
30.9 903.54 956
30.9 903.87 953
30.9 903.81 954
30.9 903.87 953
30.9 903.67 955
30.9 903.62 956
30.9 903.61 956
30.9 903.57 956
30.9 903.67 955
30.9 903.65 955
30.9 903.65 955
30.9 903.57 956
30.9 903.99 952
30.9 903.57 956
30.9 903.62 956
30.9 903.60 956
30.9 903.60 956
x <T> <P>
30.9 903.57 956
30.9 903.57 956
30.9 903.60 956
30.9 903.65 955
30.9 903.60 956
30.9 903.65 955
30.9 903.54 956
30.9 903.51 957
30.9 903.59 956
30.9 903.90 953
30.9 903.50 957
30.9 903.62 956
30.9 903.60 956
30.9 903.56 956
30.9 903.57 956
30.9 903.70 955
30.9 903.60 956
30.9 903.99 952
30.9 903.60 956
30.9 903.54 956
30.9 903.60 956
30.9 903.72 955
30.9 903.54 956
30.9 903.67 955
30.9 903.55 956
30.9 903.53 956
30.9 903.62 956
30.9 903.68 955
30.9 903.59 956
30.9 903.57 956
30.9 903.65 955
30.9 903.91 953
30.9 903.64 955
30.9 903.51 957
30.9 903.81 954
30.9 903.91 953
30.9 903.68 955
30.9 903.59 956
30.9 903.57 956
30.9 903.55 956
30.9 903.67 955
30.9 903.81 954
30.9 903.86 953
30.9 903.59 956
30.9 903.62 956
30.9 903.94 953
30.9 903.68 955
30.9 903.63 955
30.9 903.71 955
30.9 903.60 956
30.9 903.60 956
30.9 903.93 953
30.9 903.57 956
30.9 903.91 953
30.9 903.62 956
30.9 903.52 956
30.9 903.50 957
30.9 903.60 956
30.9 903.58 956
30.9 903.53 956
30.9 903.75 954
30.9 903.70 955
30.9 903.63 955
30.9 903.78 954
30.9 903.62 956
30.9 903.58 956
30.9 903.60 956
30.9 903.55 956
30.9 903.60 956
30.9 903.60 956
30.9 903.96 953
30.9 903.57 956
30.9 903.71 955
30.9 903.67 955
30.9 903.84 954
30.9 903.60 956
30.9 903.57 956
30.9 903.58 956
30.9 903.47 957
30.9 903.89 953
30.9 903.62 956
30.9 903.68 955
30.9 903.70 955
30.9 903.50 957
30.9 903.66 955
30.9 903.89 953
30.9 903.92 953
30.9 903.92 953
30.9 903.86 953
30.9 903.96 953
30.9 903.86 953
30.9 903.60 956
30.9 903.63 955
30.9 903.57 956
30.9 903.83 954
30.9 903.79 954
30.9 903.89 953
30.9 903.66 955
30.9 903.70 955
30.9 903.92 953
30.8 903.63 955
30.8 903.60 956
30.8 903.70 955
30.8 903.76 954
30.8 903.65 955
30.8 903.70 955
30.8 903.63 955
30.8 903.73 955
30.8 903.67 955
30.8 903.63 955
30.8 903.63 955
30.8 903.62 956
30.8 903.58 956
30.8 903.63 955
30.8 903.68 955
30.8 903.57 956
30.8 903.83 954
30.8 903.65 955
30.8 903.71 955
30.8 903.67 955
30.8 903.60 956
30.8 903.65 955
30.8 903.65 955
30.8 903.80 954
30.8 903.67 955
30.8 903.70 955
30.8 903.58 956
30.8 903.65 955
30.8 903.63 955
30.8 903.75 954
30.8 903.84 954
30.8 903.76 954
30.8 903.52 957
30.8 903.71 955
30.8 903.66 955
30.8 903.75 954
30.8 903.68 955
30.8 904.10 951
30.8 903.78 954
30.8 903.68 955
30.8 903.75 954
30.8 903.75 954
30.8 903.60 956
30.8 903.76 954
30.8 903.71 955
30.8 903.61 956
30.8 903.58 956
30.8 903.71 955
30.8 903.71 955
30.8 903.68 955
30.8 903.73 955
30.8 903.73 955
30.8 903.81 954
30.8 903.65 955
30.8 903.71 955
30.8 903.60 956
30.8 903.78 954
30.8 903.73 955
30.8 903.66 955
30.8 903.68 955
30.8 903.65 955
30.8 903.78 954
30.8 903.71 955
30.8 903.66 955
30.8 903.74 954
30.8 903.65 955
30.8 903.68 955
30.7 904.03 952
30.8 903.63 956
30.8 903.79 954
30.8 903.76 954
30.7 903.76 954
30.8 903.74 954
30.8 903.69 955
30.8 903.71 955
30.7 903.68 955
30.7 903.69 955
30.7 903.74 954
30.8 903.74 954
30.7 903.68 955
30.7 903.68 955
30.7 903.72 955
30.7 903.77 954
30.7 903.77 954
30.7 903.84 954
30.7 903.69 955
30.7 903.66 955
30.7 903.63 956
30.7 903.76 954
30.7 903.71 955
30.7 903.72 955
30.7 903.69 955
30.7 903.72 955
30.7 904.05 952
30.7 903.76 954
30.7 903.76 954
30.7 903.69 955
30.7 903.66 955
30.7 903.71 955
30.7 903.67 955
30.7 903.67 955
30.7 903.66 955
30.7 904.06 952
30.7 904.03 952
30.7 903.77 954
30.7 903.74 955
30.6 903.65 955
30.6 904.07 952
30.6 904.00 952
30.6 904.01 952
30.6 904.00 952
30.6 903.68 955
30.6 903.71 955
30.6 903.64 955
30.6 903.66 955
30.6 903.97 952
30.6 903.98 952
30.6 904.03 952
30.6 904.00 952
30.6 903.93 953
30.6 903.93 953
30.6 903.74 955
30.6 904.05 952
30.6 903.67 955
30.6 903.69 955
30.6 903.77 954
30.6 903.74 955
30.6 903.61 956
30.6 903.97 952
30.6 904.02 952
30.6 903.90 953
30.6 903.80 954
30.6 903.67 955
30.6 903.86 953
30.6 903.77 954
30.6 903.67 955
30.6 903.80 954
30.6 903.91 953
30.6 903.78 954
30.6 903.93 953
30.6 903.98 952
30.6 903.93 953
30.6 903.72 955
30.6 903.70 955
30.6 903.80 954
30.6 903.80 954
30.6 903.80 954
30.6 903.90 953
30.6 903.98 952
30.6 903.88 953
30.6 903.95 953
30.6 903.79 954
30.6 903.65 955
30.6 903.83 954
30.6 903.90 953
30.6 903.72 955
30.6 903.88 953
30.6 903.78 954
30.6 903.65 955
30.6 903.90 953
30.6 903.88 953
30.6 903.75 954
30.6 903.72 955
30.6 903.72 955
30.5 903.67 955
30.5 903.72 955
30.5 903.80 954
30.5 903.82 954
30.5 903.70 955
30.5 903.72 955
30.5 904.06 952
30.5 903.67 955
30.5 903.75 954
30.5 903.67 955
30.5 903.69 955
30.5 903.70 955
30.5 903.73 955
30.5 903.72 955
30.5 903.73 955
30.5 903.67 955
30.5 903.75 954
30.5 903.80 954
30.5 903.73 955
30.5 903.68 955
30.5 903.76 954
30.5 904.14 951
30.5 903.73 955
30.5 903.81 954
30.5 904.02 952
30.5 904.09 951
30.5 903.65 955
30.5 904.05 952
30.5 904.02 952
30.5 903.75 954
30.5 903.83 954
30.5 903.70 955
30.5 903.70 955
30.5 904.02 952
30.5 903.73 955
30.4 903.71 955
30.5 903.75 954
30.4 903.68 955
30.5 903.66 955
30.4 903.63 956
30.4 903.74 954
30.5 903.66 955
30.4 903.86 953
30.5 903.76 954
30.5 903.73 955
30.4 903.69 955
30.5 903.73 955
30.4 903.73 955
30.4 903.84 954
30.4 903.79 954
30.4 903.56 956
30.4 903.66 955
30.4 903.66 955
30.4 903.60 956
30.3 903.94 953
30.3 903.92 953
30.4 903.96 953
30.3 903.81 954
30.4 903.66 955
30.3 903.58 956
30.3 903.66 955
30.4 903.70 955
30.3 903.66 955
30.3 903.59 956
30.3 903.73 955
30.3 903.71 955
30.3 903.92 953
30.3 903.95 953
30.3 903.97 952
30.3 903.79 954
30.3 903.77 954
30.3 903.72 955
30.3 904.00 952
30.3 903.94 953
30.3 903.89 953
30.3 903.69 955
30.3 903.69 955
30.3 903.74 955
30.3 903.63 956
30.3 903.74 954
30.3 903.84 954
30.3 903.89 953
30.3 903.77 954
30.3 903.87 953
30.3 903.62 956
30.3 903.71 955
30.3 903.79 954
30.3 903.74 955
30.3 903.76 954
30.3 903.74 955
30.3 903.69 955
30.3 903.79 954
30.3 903.72 955
30.3 903.69 955
30.3 903.77 954
30.3 903.67 955
30.3 903.79 954
30.3 903.74 955
30.3 903.61 956
30.3 903.77 954
30.3 903.70 955
30.3 903.79 954
30.3 903.90 953
30.3 903.72 955
30.3 903.72 955
30.3 903.74 955
30.3 903.70 955
30.3 903.77 954
30.2 903.77 954
30.2 903.66 955
30.2 903.71 955
30.2 903.64 955
30.2 903.80 954
30.2 903.74 955
30.2 903.72 955
30.2 904.08 951
30.2 903.85 953
30.2 903.75 954
30.2 903.74 955
30.2 903.79 954
30.2 903.75 954
30.2 903.70 955
30.2 903.73 955
30.2 903.77 954
30.2 903.65 955
30.2 903.65 955
30.2 903.75 954
30.2 903.75 954
30.2 903.69 955
30.2 903.77 954
30.2 903.77 954
30.2 903.70 955
30.2 903.73 955
30.2 904.03 952
30.2 903.80 954
30.2 903.78 954
30.2 903.73 955
30.2 903.65 955
30.2 903.80 954
30.2 903.65 955
30.2 904.08 951
30.2 904.09 951
30.2 903.77 954
30.2 903.62 956
30.2 903.68 955
30.2 903.67 955
30.2 903.68 955
30.1 903.73 955
30.2 903.68 955
30.2 903.68 955
30.1 903.67 955
30.2 903.67 955
30.1 903.76 954
30.1 904.06 952
30.1 904.04 952
30.1 904.01 952
30.1 903.55 956
30.1 903.68 955
30.1 903.68 955
30.1 903.67 955
30.1 903.73 955
30.1 903.75 954
30.1 903.75 954
30.1 903.68 955
30.1 903.78 954
30.1 903.73 955
30.1 903.91 953
30.1 903.98 952
30.1 903.78 954
30.1 903.85 954
30.0 903.76 954
30.0 903.80 954
30.0 903.75 954
30.1 903.72 955
30.0 903.76 954
30.0 903.96 953
30.1 903.81 954
30.0 903.73 955
30.0 903.73 955
30.0 903.83 954
30.1 903.81 954
30.0 903.83 954
30.0 903.89 953
30.0 903.76 954
30.0 903.73 955
30.0 903.86 953
30.0 903.80 954
30.0 903.78 954
30.0 903.81 954
30.0 903.80 954
30.0 903.81 954
30.0 903.80 954
30.0 903.81 954
30.0 903.78 954
30.0 903.83 954
30.0 903.86 953
30.0 903.97 952
30.0 903.89 953
30.0 903.78 954
30.0 903.81 954
30.0 903.79 954
30.0 903.79 954
30.0 903.78 954
30.0 903.87 953
30.0 903.71 955
30.0 903.70 955
30.0 903.79 954
30.0 903.86 953
30.0 903.86 953
30.0 903.87 953
30.0 903.82 954
30.0 903.87 953
30.0 903.91 953
30.0 903.78 954
30.0 903.86 953
30.0 903.71 955
30.0 903.86 953
30.0 903.92 953
30.0 903.84 954
30.0 903.72 955
30.0 903.79 954
30.0 903.79 954
30.0 903.77 954
30.0 903.69 955
30.0 903.82 954
30.0 903.76 954
30.0 903.84 954
30.0 903.74 954
30.0 903.76 954
30.0 903.82 954
30.0 903.85 953
30.0 903.74 954
30.0 903.84 954
30.0 904.14 951
30.0 903.88 953
30.0 903.79 954
30.0 903.85 953
30.0 903.85 953
30.0 903.88 953
29.9 903.95 953
29.9 903.79 954
29.9 903.89 953
29.9 903.92 953
29.9 903.99 952
29.9 903.76 954
29.9 904.15 951
29.9 904.16 951
29.9 904.11 951
29.9 904.16 951
29.9 903.87 953
29.9 903.90 953
29.9 903.97 952
29.9 903.93 953
29.9 903.87 953
29.9 903.97 952
29.9 903.92 953
29.9 903.87 953
29.9 903.93 953
29.9 903.93 953
29.9 904.15 951
29.9 904.02 952
29.9 903.86 953
29.9 903.90 953
29.9 903.82 954
29.9 903.85 953
29.9 903.87 953
29.9 903.92 953
29.9 903.91 953
29.9 904.06 952
29.9 904.16 951
29.9 903.91 953
29.9 903.93 953
29.9 903.93 953
29.9 903.90 953
29.9 903.80 954
29.9 903.83 954
29.9 903.83 954
29.9 903.85 953
29.9 903.90 953
29.9 903.98 952
29.9 903.98 952
29.9 904.14 951
29.9 903.95 953
29.9 903.93 953
29.9 903.88 953
29.9 903.96 952
29.9 903.98 952
29.9 903.88 953
29.9 903.93 953
29.9 903.99 952
29.9 904.11 951
29.9 903.91 953
29.9 904.09 951
29.9 904.09 951
29.9 903.94 953
29.8 903.96 953
29.8 903.90 953
29.8 903.90 953
29.8 904.25 950
29.8 903.93 953
29.7 903.89 953
29.8 903.90 953
29.8 903.88 953
29.8 903.93 953
29.7 903.88 953
29.8 903.93 953
29.7 904.25 950
29.7 904.20 950
29.7 904.17 951
29.7 903.91 953
29.7 903.91 953
29.7 903.94 953
29.7 903.91 953
29.7 903.84 954
29.8 904.04 952
29.7 904.01 952
29.7 903.84 954
29.7 903.89 953
29.7 903.94 953
29.7 903.94 953
29.7 903.97 952
29.7 904.15 951
29.7 903.91 953
29.7 903.87 953
29.7 903.84 954
29.7 904.02 952
29.7 903.94 953
29.7 904.12 951
29.7 903.90 953
29.7 904.18 950
29.7 904.23 950
29.7 904.20 950
29.7 903.91 953
29.7 903.95 953
29.7 903.84 954
29.7 903.90 953
29.7 903.92 953
29.7 904.21 950
29.7 904.16 951
29.7 903.90 953
29.7 903.90 953
29.7 904.23 950
29.7 903.95 953
29.7 903.82 954
29.7 904.26 950
29.7 904.10 951
29.7 903.87 953
29.7 903.95 953
29.6 903.84 954
29.6 903.81 954
29.6 903.95 953
29.6 903.86 953
29.6 904.13 951
29.6 903.92 953
29.6 903.99 952
29.6 903.92 953
29.6 903.97 952
29.6 904.07 952
29.6 904.00 952
29.6 903.85 953
29.6 904.00 952
29.6 903.95 953
29.6 903.85 953
29.6 904.09 951
29.6 903.98 952
29.6 903.91 953
29.6 903.94 953
29.6 903.93 953
29.6 903.98 952
29.6 904.00 952
29.6 903.87 953
29.6 903.97 952
29.6 903.87 953
29.6 903.97 952
29.6 903.93 953
29.6 903.88 953
29.6 903.85 953
29.6 903.80 954
29.6 903.95 953
29.6 903.99 952
29.6 903.85 953
29.6 904.03 952
29.6 903.86 953
29.6 903.93 953
29.6 903.94 953
29.6 903.81 954
29.6 904.01 952
29.6 903.91 953
29.6 903.91 953
29.6 903.98 952
29.6 903.88 953
29.6 903.94 953
29.6 904.01 952
29.6 903.98 952
29.6 903.88 953
29.6 904.03 952
29.6 904.07 951
29.5 903.90 953
29.5 903.85 953
29.5 903.95 953
29.5 903.95 953
29.5 903.95 953
29.5 903.90 953
29.5 903.98 952
29.5 903.91 953
29.5 903.91 953
29.5 903.95 953
29.5 904.37 949
29.5 903.95 953
29.5 903.98 952
29.5 903.99 952
29.5 903.94 953
29.5 903.83 954
29.5 903.98 952
29.5 904.20 950
29.4 903.99 952
29.5 903.98 952
29.5 904.01 952
29.5 904.19 950
29.5 903.90 953
29.4 903.99 952
29.5 903.93 953
29.5 903.98 952
29.5 904.27 950
29.4 903.93 953
29.4 904.22 950
29.5 904.32 949
