1553299260 25.99 901.50
1553299320 25.99 901.60
1553299380 25.99 901.60
1553299440 25.99 901.60
1553299500 25.89 901.70
1553299560 25.89 901.60
1553299620 25.89 901.70
1553299680 25.89 901.60
1553299740 25.79 901.60
1553299800 25.79 901.50
1553299860 25.79 901.90
1553299920 25.79 901.60
1553299980 25.69 901.80
1553300040 25.69 901.90
1553300100 25.69 901.80
1553300160 25.69 901.90
1553300220 25.69 901.90
1553300280 25.59 902.10
1553300340 25.59 902.00
1553300400 25.59 901.80
1553300460 25.59 902.00
1553300520 25.49 901.90
1553300580 25.49 902.00
1553300640 25.49 902.10
1553300700 25.49 902.10
1553300760 25.49 902.20
1553300820 25.39 902.30
1553300880 25.40 902.30
1553300940 25.40 902.10
1553301000 25.40 902.20
1553301060 25.40 902.10
1553301120 25.30 902.10
1553301180 25.30 902.10
1553301240 25.30 902.20
1553301300 25.30 902.10
1553301360 25.30 902.20
1553301420 25.20 902.20
1553301480 25.20 902.10
1553301540 25.20 902.30
1553301660 25.20 902.10
1553301720 25.10 902.10
1553301780 25.10 902.20
1553301840 25.10 902.20
1553301900 25.10 902.30
1553301960 25.10 902.20
1553302020 25.10 902.10
1553302080 25.10 902.20
1553302140 25.00 902.20
1553302200 25.00 902.20
1553302260 25.00 902.20
1553302320 25.00 902.20
1553302380 25.00 902.30
1553302440 25.00 902.30
1553302500 25.00 902.30
1553302560 25.00 902.40
1553302620 25.00 902.30
1553302680 25.00 902.40
1553302740 25.00 902.50
1553302860 25.00 902.40
1553302920 25.00 902.40
1553302980 24.90 902.50
1553303040 24.90 902.50
1553303100 24.90 902.40
1553303160 24.90 902.30
1553303220 24.90 902.50
1553303280 24.90 902.50
1553303340 24.80 902.70
1553303460 24.80 902.60
1553303520 24.80 902.70
1553303580 24.80 902.80
1553303640 24.80 902.70
1553303700 24.80 902.80
1553303760 24.80 902.80
1553303820 24.80 902.80
1553303880 24.70 902.80
1553303940 24.70 902.80
1553304000 24.70 902.80
1553304060 24.70 902.90
1553304120 24.70 903.00
1553304180 24.70 903.10
1553304240 24.70 902.90
1553304300 24.70 903.00
1553304360 24.70 903.10
1553304420 24.70 903.10
1553304480 24.70 903.10
1553304540 24.60 903.20
