1553299200 4030076 514
1553299201 12523580 2769
1553299201 24260199 1738
1553299201 32245974 849
1553299202 22345555 2396
1553299203 1149197 2895
1553299203 26501983 2516
1553299203 39468401 620
1553299207 12897672 7042
1553299212 3854100 119
1553299216 7200052 7042
1553299217 11217385 1864
1553299217 32846551 2002
1553299217 28719791 2066
1553299220 6731530 398
1553299223 9988130 1820
1553299224 4379155 3316
1553299225 36952590 4419
1553299230 27115426 3997
1553299231 19807134 2377
1553299231 26876580 339
1553299231 33111747 954
1553299233 6244962 181
1553299233 11630135 194
1553299235 34697382 2690
1553299236 27464044 302
1553299236 35968858 266
1553299238 33131570 2854
1553299239 8776922 4581
1553299240 29788232 2214
1553299241 12995409 5066
1553299242 2080576 511
1553299242 27130948 2620
1553299245 751885 372
1553299248 26192785 1469
1553299250 3332898 116
1553299251 32810868 175
1553299253 29977565 1293
1553299253 37157964 2440
1553299258 2387587 174
1553299261 3320827 502
1553299263 37653923 2307
1553299265 2746675 119
1553299265 12760000 484
1553299267 6473788 3350
1553299267 27776441 475
1553299267 34376597 322
1553299273 35597742 2479
1553299276 24178060 2011
1553299277 1649821 7472
1553299277 15304898 677
1553299277 17718604 311
1553299277 24566221 263
1553299278 21823256 2173
1553299278 33610750 2051
1553299279 30063333 274
1553299279 38308616 3478
1553299280 3697999 3385
1553299280 4987496 2241
1553299280 28991254 230
1553299281 1617396 492
1553299281 21084076 639
1553299281 37851498 4117
1553299283 10484208 2677
1553299284 6867652 294
1553299286 28245621 3007
1553299294 11418341 3255
1553299295 7174454 3963
1553299297 39731163 1912
1553299303 33839451 699
1553299306 7769232 1251
1553299307 5135292 5504
1553299307 23887814 2749
1553299309 32651555 216
1553299310 35135345 2402
1553299312 23844970 3186
1553299314 8527139 2893
1553299314 12627088 1015
1553299315 11463226 2946
1553299315 31912270 3482
1553299317 17521310 1753
1553299318 32455112 1540
1553299321 30289637 520
1553299322 6754591 4100
1553299322 27316527 203
1553299322 32505522 1485
1553299322 36119333 348
1553299322 37657793 415
1553299324 10820681 358
1553299324 33155199 129
1553299325 35499258 523
1553299325 38818969 475
1553299326 25780184 4356
1553299327 35470091 169
1553299327 31427649 2843
1553299330 18964543 3531
1553299330 32480036 1896
1553299330 36210753 622
1553299331 24701227 2708
1553299331 32263449 2733
1553299332 2633725 1923
