1553302801 22512825 2206
1553302801 43415610 2676
1553302804 3.09041e+07 1154
1553302804 69435960 114
1553302806 1.16921e+07 2695
1553302806 38868155 2710
1553302808 3.64306e+07 301
1553302809 16202870 3587
1553302810 6361990 442
1553302811 1.71291e+07 2221
1553302811 3.69753e+07 2951
1553302813 8.30731e+06 776
1553302814 1.15114e+07 421
1553302816 35436150 4116
1553302816 7.34641e+07 207
1553302817 68535315 4067
1553302818 9.3069e+07 228
1553302819 62593020 2458
1553302819 9.60399e+07 461
1553302821 5.73024e+07 279
1553302825 9010925 382
1553302827 3.35519e+07 2212
1553302827 69397450 2185
1553302828 8.06761e+07 300
1553302829 2.97251e+07 3883
1553302829 6.96394e+07 2057
1553302832 79804645 3373
1553302832 9682895 132
1553302836 3.94238e+07 1348
1553302836 7.40272e+07 878
1553302836 1.60947e+07 3010
1553302836 96416945 305
1553302838 2.39326e+06 389
1553302838 1.8902e+07 319
1553302838 70194415 2801
1553302840 9.45668e+07 3764
1553302841 7.59044e+07 2673
1553302842 6.56051e+07 123
1553302843 2728380 510
1553302843 83348905 3539
1553302844 5.31419e+06 1641
1553302846 7054550 670
1553302847 57848595 1126
1553302848 2.89999e+07 3270
1553302849 7.98372e+07 2978
1553302849 83897195 2346
1553302853 37638195 6135
1553302854 1.90159e+06 201
1553302855 1.95167e+07 2145
1553302856 1.18456e+07 2196
1553302856 27728675 3523
1553302857 4.88941e+07 970
1553302857 56942315 186
1553302857 6.83733e+07 1205
1553302857 7.98405e+07 2101
1553302857 97336385 1916
1553302860 1.22794e+06 1586
1553302866 36726765 3979
1553302866 5.14924e+07 2803
1553302867 8978295 603
1553302868 82280 3468
1553302868 28548145 2452
1553302868 41274785 3303
1553302868 8.71524e+07 814
1553302868 93406915 628
1553302870 56140820 328
1553302871 6.1264e+07 461
1553302873 35025000 675
1553302873 8.38428e+07 1182
1553302874 3.8808e+07 3733
1553302874 75373230 492
1553302875 4.94316e+06 187
1553302875 2.34254e+07 452
1553302875 56075510 3038
1553302876 58548840 443
1553302877 24303315 3672
1553302877 4.53329e+07 2671
1553302877 78875835 2766
1553302878 43263795 357
1553302880 1.30333e+07 142
1553302882 5.22325e+07 3199
1553302882 6.313e+07 3511
1553302884 46762195 7209
1553302886 50414880 2652
1553302887 85707725 448
1553302889 4.06602e+07 252
1553302890 9295885 3740
1553302892 8.22133e+07 580
1553302895 99313495 374
1553302898 19147995 2054
1553302898 58219845 2777
1553302901 3.30427e+07 724
1553302901 6.42063e+07 2868
1553302902 78739940 330
1553302903 3.80595e+07 2767
1553302904 25771415 893
1553302906 5.33517e+07 3348
1553302907 2555045 4415
1553302908 1.37974e+07 3525
1553302908 7.46653e+07 200
1553302909 37935180 305
1553302909 7.10861e+07 3540
1553302909 7.74015e+07 1875
1553302910 75119905 807
1553302911 42108440 1265
1553302912 96867740 3622
1553302913 771645 3818
1553302913 42942705 3017
1553302914 59818840 2665
1553302914 6.80828e+07 2666
1553302915 26025505 489
1553302915 34375605 5256
1553302915 8.41879e+06 4700
1553302915 31464865 1174
1553302915 6.22385e+07 3185
1553302918 2.89644e+07 4521
1553302918 63143670 607
1553302918 7.13482e+07 620
1553302919 2.06946e+07 326
1553302921 51373725 483
1553302922 8.62774e+07 3769
1553302923 31466795 2461
1553302924 9.48262e+07 4228
1553302925 71215075 268
1553302926 1.8268e+07 1791
1553302926 2.18836e+07 2768
1553302926 74542380 2361
1553302928 58858465 2462
1553302930 2.18785e+07 2864
1553302930 89837390 133
1553302931 9.18258e+06 277
1553302931 38108885 2659
1553302934 3.15437e+07 1532
1553302934 93316005 3311
1553302935 53218660 357
1553302938 8.10386e+07 606
1553302940 66629810 307
1553302941 1.45773e+07 3910
1553302941 3.21246e+07 1744
1553302942 23631995 2559
1553302942 73994705 3400
1553302943 4.27586e+06 2871
1553302945 68539085 226
1553302945 7.5548e+07 230
1553302946 6.52051e+07 3741
1553302947 24480245 240
1553302949 3.11353e+07 3053
1553302949 6.62151e+07 2345
1553302949 43371970 118
1553302949 4.4991e+07 4997
1553302952 2.05606e+07 235
1553302953 2.12742e+07 2690
1553302953 8.77306e+07 158
1553302954 6.56727e+07 2583
1553302955 12941955 649
1553302955 65359385 494
1553302956 4.52832e+07 3414
1553302958 42935975 195
1553302959 1.16684e+07 4084
1553302961 4770220 3113
1553302962 9870090 137
1553302962 17058410 440
1553302962 9.14519e+07 3473
1553302963 80013440 113
1553302965 69098075 637
1553302967 5.17106e+07 2736
1553302967 58458465 3312
1553302968 20334905 340
1553302969 7.51806e+07 1391
1553302969 8.48276e+07 321
1553302971 3.95007e+07 554
1553302971 6.71024e+07 509
1553302971 99613730 6438
1553302973 23527715 148
1553302973 49724985 3355
1553302973 54176845 98
1553302975 4.18362e+07 3972
1553302975 7.34261e+07 3688
1553302975 79376985 2974
1553302976 5.07466e+07 199
1553302977 95916035 663
1553302978 1593930 209
1553302979 10307835 1224
1553302981 72025595 2579
1553302982 7.19189e+07 449
1553302984 2.12601e+07 2961
1553302984 37073650 694
1553302984 58217340 341
1553302985 69883180 1108
1553302986 45087940 887
1553302987 85899940 299
1553302988 2.054e+07 6798
1553302988 9.88124e+07 3743
1553302989 8.39215e+06 225
1553302989 76020605 276
1553302990 6.16008e+07 4412
1553302992 40246415 130
1553302992 75077240 178
1553302993 5.46196e+06 359
1553302993 9.34091e+07 544
1553302994 62153840 502
1553302995 42721605 3242
1553302996 53204515 2553
1553302996 57300515 4934
1553302997 51148405 261
1553302999 11805155 340
1553302999 50493710 94
1553303002 4.69575e+07 505
1553303002 7.20261e+07 619
1553303002 9.94775e+07 3061
1553303004 60598085 182
1553303005 4604290 2155
1553303005 4.14605e+07 398
1553303005 6.58026e+07 748
1553303006 2.05205e+07 137
1553303007 1.36771e+06 2747
1553303007 1.5995e+07 657
1553303008 3.54487e+07 1028
1553303008 90765475 487
1553303009 3.26846e+07 2022
1553303010 6.62021e+07 6044
1553303011 66359215 2390
1553303012 87068475 4775
1553303020 7.13974e+07 5043
1553303026 7.40798e+07 3246
1553303026 99658550 1632
1553303027 9.48958e+07 3161
1553303028 47793890 3137
1553303028 94956740 2040
1553303029 1657495 437
1553303029 6.09877e+07 5511
1553303032 2.50569e+07 477
1553303032 4.63857e+07 380
1553303032 5.19061e+07 427
1553303033 60848400 1348
1553303034 80747705 2753
1553303035 3.28098e+06 1217
1553303035 85912520 472
1553303036 4.34978e+07 3895
1553303037 3397690 4282
1553303038 3.92897e+07 4103
1553303038 48370275 596
1553303039 6.79209e+07 4500
1553303040 2.52603e+07 583
1553303045 38694640 1019
1553303046 2.64774e+07 1455
1553303046 32572095 1748
1553303046 42991870 3198
1553303047 11966075 758
1553303047 2.5075e+07 145
1553303051 5.3989e+06 1843
1553303051 21757890 3214
1553303051 3.87438e+07 3604
1553303051 53318515 1124
1553303052 1.64135e+07 143
1553303054 9.45689e+07 3484
1553303056 4.97618e+07 4387
1553303057 37155865 403
1553303058 24602025 2825
1553303058 76187215 446
1553303059 2.30338e+06 946
1553303059 4.5138e+07 2705
1553303060 16422730 409
1553303060 4.45119e+07 333
1553303063 7.10307e+07 107
1553303063 98587720 2609
1553303065 48790850 4751
1553303066 5.40771e+07 753
1553303066 75006540 125
1553303067 92632140 3799
1553303070 2466560 896
1553303071 9829825 3727
1553303072 4.39269e+07 5760
1553303072 65715165 4190
1553303073 61259605 667
1553303077 44243025 93
1553303077 7.61729e+07 1007
1553303082 27893750 2682
1553303082 43775365 448
