# s 1553299202
# r 4
0	56498006   	65	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000010000000000000000000000000000000010	0
0	60569254   	69	400.0	0000000001000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000001000	0
0	99117038   	113	400.0	0000000000000000000010000000000000000000000000000000000000000000	0000001000000000000000000000000000000000000000000000000000000000	0
# s 1553299204
# r 4
# s 1553299205
# r 21
# s 1553299206
# r 65
0	1721605   	6	400.0	0000000000000000000000000000000100100000000000000000000000000000	0000000000000000000000001000001100000000011111111111111111111111	0
0	2727008   	7	400.0	0000000000000000001000000000000000000000000000000000000000000000	0000000000000000000100000000000000000000011111111101111111111111	0
0	4742458   	9	400.0	0000000000000000000000000000000000000000000000000000000100000000	0000000000000000000000000000000000000000000000010000101111111111	0
0	12601235   	17	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000010000000000000000000000000000000000000000000000000011111111	0
0	12601235   	17	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000010000000000000000000000000000000000000000000000000011111111	0
0	14748025   	19	400.0	0000000000000000000000000010000000000000000000000000000000000000	0001000000000000000000001000001000000000000000000000101111111111	0
0	19359617   	24	400.0	0000000000000000000000000000000100000000000000000000010000000000	0000000000000000000100000000000000000000010000000000111111111111	0
0	24272644   	29	400.0	0000000000000000000000000000000000100000000000000000000000000000	0000000000000000000000000000000000000000000000000000101111111111	0
0	25663352   	32	400.0	0000000000000000000000000000000001000000000000000000000000000000	0000000000000000000000000010001000000000000000000010111111111111	0
0	29083986   	35	400.0	0000000000000100000000000000000000000000000000000000000000000000	0000000000000000000000001000000000000000100000000000111111111111	0
0	34038981   	39	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000100100000000001000000000000000000000000111111111	0
0	36339354   	41	400.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000001000001011100000100000000000111111111111	0
0	45635732   	50	400.0	0000000100000000000000000000000000000000011000000000000000000000	1111111010110000000000000000000000000000000000000000000000000000	0
0	48146909   	52	400.0	0000000010000000000000000000000010000000000000000000000000000000	0000000000000000000100000000000000000000000000000001111111111111	0
0	56578008   	61	400.0	0000000000000000100000000000000000000000000000000000000000000000	0000000000000000001001001000001000000000000000000001101111111111	0
0	58761165   	202	400.0	0000000000000000000000001000000000000000000010000000000000000000	0000000101000000000000001000001000000000000000000000000000111111	0
0	60869731   	65	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000000000001000000100000000101111101011111111111111	0
0	63032763   	32	400.0	0000000000000000000000000010000000000000000000000000000000000000	1111111000000000000000000000000000000000010000000011111111111111	0
0	64924812   	69	400.0	0000000000000000000000000000000011100000000000000000000000000000	0000000100000000000000000000001000000000000000000000000001111111	0
0	67669152   	72	400.0	0000100000000000000000000000000000000000000000000000010000000000	0000000000000011111010001000001001000000000000011100111111111111	0
0	69361737   	73	400.0	0000000000000000000000000000000000000000000000001000000000000000	0000000100000000000000000000000000000000000000000000000001111111	0
0	73399519   	77	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000010000000000000000000000000000010000010000001111111111	0
0	74272501   	78	400.0	0000000000000000000000000000010000000000000000000000000000000000	0000000000000000000000000000011110000000100000011111111111111111	0
0	77900852   	81	400.0	0000000000000000000000000000000000000000100000000000000000000000	0100000000000000001001001100000011100000101000100011111111001000	0
0	79991376   	83	400.0	0000010000000000000000000000000000000000000000000000000000000000	0000000000000000000001001000001000000110111111100101111111111111	0
0	81656173   	85	400.0	0000010000000000000000000000000000000000000000000000000000000000	0000000000000000000000000100000000000000000000000000011111111111	0
0	85810422   	89	400.0	0000000000000000000000000000000000000000000000010000000000000000	1111000000000000000000000000000000000000000100000100001111111111	0
0	88752205   	92	400.0	0000000000010000000000000000000000000000000000000000000000000000	0000000000000000000000000000001100000000000000000000111111111111	0
0	90384236   	93	400.0	0000000000000000000000000000000000000000000000000000000000001000	0000000000000000000000001100011110000000000000000011111111111111	0
0	91795323   	94	400.0	0000000000000000000000000000000000000000000000000000000000001000	0000000000000000000000001000000000000000000000000000001111111111	0
0	92830631   	96	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000010000000000000000000000000000000000010000000111111111	0
# s 1553299207
# r 66
0	2735342   	158	400.0	0000000000000000000000000000000000000000000000000000000000000001	0000000000000000000000000000000000000000000000000000000111111111	0
0	8085207   	279	400.0	0000000000000000000000000000000010000000000000000000000000000000	0000000000000000000000000000000000000000000000000001101111111111	0
0	14975561   	13	400.0	0001000000000000000000000000000000000000000000001000000000000000	0000000000000000000001001000000000000000000000000000000000000000	0
0	23787107   	21	400.0	0000000000000000000000000000000000000000000000000000100000000000	0000000000000000000000000000000000000000000000000011101111111111	0
0	26995597   	23	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000010111000000000000000000000000000000000000000000000000000	0
0	27500560   	23	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000001011111000001000000000000000010000101111111111	0
0	28904686   	24	400.0	0000000000000001000000000000000000000000001000000000000000000000	0000000000000000000001000000001000000000010111101011101111011111	0
0	35190962   	29	400.0	0000000000000000000000000000000000000000000000000000000000100000	0000000100000000000000000000000000000000000000000000000111111111	0
0	38436141   	85	400.0	0000000110000000000000000000000000000000000000000000000000000000	0000000000000000000000000000001000000000011100000011111111111111	0
0	39492730   	32	400.0	0010000000000000000000000000000000000000000001000000000000000000	0000010100110111000000000000001000000000000000000000000001111111	0
0	43706072   	37	400.0	0000000000000000000000000000001000000000000010000000000000000000	0000010000111111100000000000001000000000000000100000001111111111	0
0	45089262   	34	400.0	0000000000000000000000000000000000000000000000000000000000000001	0000000100000000000000000000000000000000000000000000000001111111	0
0	47270555   	40	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000001111111111	0
0	48619381   	298	400.0	0001000000000000000000000000000000000000000000000000000000000000	0000000000000000001000001110000100000000100000100111111111111111	0
0	49314055   	42	400.0	0000000000000000000000000000000000000000000000000000000100000000	0000000000000000000000000000001001100010011111101111111111111111	0
0	53395279   	46	400.0	0000000000000000000000000000000000000000000000000000000000100000	0000000000000000000000001000000000000000101000010011111111111111	0
0	58302530   	52	400.0	0000000100000000000000000000000000000000000000000000000000000000	0000000000000000000000000000001000000000011000000111111111101111	0
0	60010669   	53	400.0	0000000100000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0
0	61162816   	55	400.0	0000000000000000000000000000000000000000001000000000000000000000	1000000000000000000000000000000000000000000000001000101111111111	0
0	62167802   	55	400.0	0000000000000000000000000000000000000000001000000000000000000000	0100100000010000000000000000000000000000000000000000000111111111	0
0	67028594   	60	400.0	0000000000000000000000000011010000000000000001000000000000000000	0000000000000000000000000000001001100000000000001110011111111111	0
0	68943504   	62	400.0	0100000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000111111111111	0
0	70418166   	63	400.0	0000000000000000110000000000000000000000010000000000000000000000	0000011100000000000000000000001000000000000000000000000001111111	0
0	70908994   	64	400.0	0000000010000000000000000000000000000000000000000000000000000000	0000000000000000000001000000000000000000000000000010101111111111	0
0	77183892   	70	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000000000001000001000000000000000000010111111111111	0
0	81515085   	98	400.0	0000000000000000000000010000000000000000000000000000000000010000	0000000000000000000101000000000000000000000000000000000101111111	0
0	82386738   	75	400.0	0000000000000000000000000010000000000000000000000000000000000000	0000000000000000000000000000000011000000011111111101111111011111	0
0	84206016   	76	400.0	0000000000000000000000000000000000000000000000000000010000000000	0000000000000000000100000000000000000000000000000000101111111111	0
0	87036986   	80	400.0	0000000000000100000000000000000000000000000000110000000000000000	1011010000000000000000000000000000000000000000000000000000000000	0
0	88523502   	158	400.0	0000000000000000000000000000000000000000000000001000000000000000	0000000000000000000100000000000000000000000000000000001111111111	0
0	89404706   	82	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000000000000000001000000000000000000000000100101111111111	0
0	91164612   	84	400.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000000000001001100000000000000100101011111111	0
0	97110246   	89	400.0	0000000000000000000000000000000000000000000000000000000000000100	1000000000000000000000000000000000000000000000000000000000000000	0
# s 1553299209
# r 65
