# s 1553299202
# r 4
0	56498006   	65	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000010000000000000000000000000000000010
1	60569254   	69	400.0	0000000001000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000001000
2	99117038   	113	400.0	0000000000000000000010000000000000000000000000000000000000000000	0000001000000000000000000000000000000000000000000000000000000000
# s 1553299203
# r 2
# s 1553299204
# r 4
# s 1553299205
# r 21
# s 1553299206
# r 65
0	1721605   	6	400.0	0000000000000000000000000000000100100000000000000000000000000000	0000000000000000000000001000001100000000011111111111111111111111
1	2727008   	7	400.0	0000000000000000001000000000000000000000000000000000000000000000	0000000000000000000100000000000000000000011111111101111111111111
2	4742458   	9	400.0	0000000000000000000000000000000000000000000000000000000100000000	0000000000000000000000000000000000000000000000010000101111111111
3	12601235   	17	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000010000000000000000000000000000000000000000000000000011111111
4	12601235   	17	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000010000000000000000000000000000000000000000000000000011111111
5	14748025   	19	400.0	0000000000000000000000000010000000000000000000000000000000000000	0001000000000000000000001000001000000000000000000000101111111111
6	19359617   	24	400.0	0000000000000000000000000000000100000000000000000000010000000000	0000000000000000000100000000000000000000010000000000111111111111
7	24272644   	29	400.0	0000000000000000000000000000000000100000000000000000000000000000	0000000000000000000000000000000000000000000000000000101111111111
8	25663352   	32	400.0	0000000000000000000000000000000001000000000000000000000000000000	0000000000000000000000000010001000000000000000000010111111111111
9	29083986   	35	400.0	0000000000000100000000000000000000000000000000000000000000000000	0000000000000000000000001000000000000000100000000000111111111111
10	34038981   	39	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000100100000000001000000000000000000000000111111111
11	36339354   	41	400.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000001000001011100000100000000000111111111111
12	45635732   	50	400.0	0000000100000000000000000000000000000000011000000000000000000000	1111111010110000000000000000000000000000000000000000000000000000
13	48146909   	52	400.0	0000000010000000000000000000000010000000000000000000000000000000	0000000000000000000100000000000000000000000000000001111111111111
14	56578008   	61	400.0	0000000000000000100000000000000000000000000000000000000000000000	0000000000000000001001001000001000000000000000000001101111111111
15	58761165   	202	400.0	0000000000000000000000001000000000000000000010000000000000000000	0000000101000000000000001000001000000000000000000000000000111111
16	60869731   	65	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000000000001000000100000000101111101011111111111111
17	63032763   	32	400.0	0000000000000000000000000010000000000000000000000000000000000000	1111111000000000000000000000000000000000010000000011111111111111
18	64924812   	69	400.0	0000000000000000000000000000000011100000000000000000000000000000	0000000100000000000000000000001000000000000000000000000001111111
19	67669152   	72	400.0	0000100000000000000000000000000000000000000000000000010000000000	0000000000000011111010001000001001000000000000011100111111111111
20	69361737   	73	400.0	0000000000000000000000000000000000000000000000001000000000000000	0000000100000000000000000000000000000000000000000000000001111111
21	73399519   	77	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000010000000000000000000000000000010000010000001111111111
22	74272501   	78	400.0	0000000000000000000000000000010000000000000000000000000000000000	0000000000000000000000000000011110000000100000011111111111111111
23	77900852   	81	400.0	0000000000000000000000000000000000000000100000000000000000000000	0100000000000000001001001100000011100000101000100011111111001000
24	79991376   	83	400.0	0000010000000000000000000000000000000000000000000000000000000000	0000000000000000000001001000001000000110111111100101111111111111
25	81656173   	85	400.0	0000010000000000000000000000000000000000000000000000000000000000	0000000000000000000000000100000000000000000000000000011111111111
26	85810422   	89	400.0	0000000000000000000000000000000000000000000000010000000000000000	1111000000000000000000000000000000000000000100000100001111111111
27	88752205   	92	400.0	0000000000010000000000000000000000000000000000000000000000000000	0000000000000000000000000000001100000000000000000000111111111111
28	90384236   	93	400.0	0000000000000000000000000000000000000000000000000000000000001000	0000000000000000000000001100011110000000000000000011111111111111
29	91795323   	94	400.0	0000000000000000000000000000000000000000000000000000000000001000	0000000000000000000000001000000000000000000000000000001111111111
30	92830631   	96	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000010000000000000000000000000000000000010000000111111111
# s 1553299207
# r 66
0	2735342   	158	400.0	0000000000000000000000000000000000000000000000000000000000000001	0000000000000000000000000000000000000000000000000000000111111111
1	8085207   	279	400.0	0000000000000000000000000000000010000000000000000000000000000000	0000000000000000000000000000000000000000000000000001101111111111
2	14975561   	13	400.0	0001000000000000000000000000000000000000000000001000000000000000	0000000000000000000001001000000000000000000000000000000000000000
3	23787107   	21	400.0	0000000000000000000000000000000000000000000000000000100000000000	0000000000000000000000000000000000000000000000000011101111111111
4	26995597   	23	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000010111000000000000000000000000000000000000000000000000000
5	27500560   	23	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000001011111000001000000000000000010000101111111111
6	28904686   	24	400.0	0000000000000001000000000000000000000000001000000000000000000000	0000000000000000000001000000001000000000010111101011101111011111
7	35190962   	29	400.0	0000000000000000000000000000000000000000000000000000000000100000	0000000100000000000000000000000000000000000000000000000111111111
8	38436141   	85	400.0	0000000110000000000000000000000000000000000000000000000000000000	0000000000000000000000000000001000000000011100000011111111111111
9	39492730   	32	400.0	0010000000000000000000000000000000000000000001000000000000000000	0000010100110111000000000000001000000000000000000000000001111111
10	43706072   	37	400.0	0000000000000000000000000000001000000000000010000000000000000000	0000010000111111100000000000001000000000000000100000001111111111
11	45089262   	34	400.0	0000000000000000000000000000000000000000000000000000000000000001	0000000100000000000000000000000000000000000000000000000001111111
12	47270555   	40	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000001111111111
13	48619381   	298	400.0	0001000000000000000000000000000000000000000000000000000000000000	0000000000000000001000001110000100000000100000100111111111111111
14	49314055   	42	400.0	0000000000000000000000000000000000000000000000000000000100000000	0000000000000000000000000000001001100010011111101111111111111111
15	53395279   	46	400.0	0000000000000000000000000000000000000000000000000000000000100000	0000000000000000000000001000000000000000101000010011111111111111
16	58302530   	52	400.0	0000000100000000000000000000000000000000000000000000000000000000	0000000000000000000000000000001000000000011000000111111111101111
17	60010669   	53	400.0	0000000100000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000
18	61162816   	55	400.0	0000000000000000000000000000000000000000001000000000000000000000	1000000000000000000000000000000000000000000000001000101111111111
19	62167802   	55	400.0	0000000000000000000000000000000000000000001000000000000000000000	0100100000010000000000000000000000000000000000000000000111111111
20	67028594   	60	400.0	0000000000000000000000000011010000000000000001000000000000000000	0000000000000000000000000000001001100000000000001110011111111111
21	68943504   	62	400.0	0100000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000111111111111
22	70418166   	63	400.0	0000000000000000110000000000000000000000010000000000000000000000	0000011100000000000000000000001000000000000000000000000001111111
23	70908994   	64	400.0	0000000010000000000000000000000000000000000000000000000000000000	0000000000000000000001000000000000000000000000000010101111111111
24	77183892   	70	400.0	0000000000000000000000000000000000000000000000010000000000000000	0000000000000000000000001000001000000000000000000010111111111111
25	81515085   	98	400.0	0000000000000000000000010000000000000000000000000000000000010000	0000000000000000000101000000000000000000000000000000000101111111
26	82386738   	75	400.0	0000000000000000000000000010000000000000000000000000000000000000	0000000000000000000000000000000011000000011111111101111111011111
27	84206016   	76	400.0	0000000000000000000000000000000000000000000000000000010000000000	0000000000000000000100000000000000000000000000000000101111111111
28	87036986   	80	400.0	0000000000000100000000000000000000000000000000110000000000000000	1011010000000000000000000000000000000000000000000000000000000000
29	88523502   	158	400.0	0000000000000000000000000000000000000000000000001000000000000000	0000000000000000000100000000000000000000000000000000001111111111
30	89404706   	82	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000000000000000001000000000000000000000000100101111111111
31	91164612   	84	400.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000000000001001100000000000000100101011111111
32	97110246   	89	400.0	0000000000000000000000000000000000000000000000000000000000000100	1000000000000000000000000000000000000000000000000000000000000000
# s 1553299208
# r 65
0	3425192   	2	400.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000001000000010111111111111
1	7590960   	6	400.0	0000000000000000000000000000000000000000000000000001000000000000	0000000000000000000000000000000000000000000000000000111111111111
2	8627924   	7	400.0	0000000000000000000000000000000000000000000000000001000000000000	0000000000000000000100000000000000000000000000000000111111111111
3	8627924   	7	400.0	0000000000000000000000000000000000000000000000000001000000000000	0000000000000000000100000000000000000000000000000000111111111111
4	10993491   	10	400.0	0010000000000000000000000000000000000000000000000000000000000000	1000010000111111000000000000000000000000000000000000000000000000
5	12538375   	243	400.0	0000000000000000000000000000001000000000000000000000000000000001	0000000000000000000000000000000000000000011110000011111111111111
6	13956308   	13	400.0	0000000000000000000000000000001000000000000000000000000000000001	0000000000000000000000001110001111100000110000000011111111111111
7	15387840   	14	400.0	0000000000000000000000000000000000000000000000000000100000000000	0000000000000000000000001000001000000000000001001011111111111111
8	16912859   	16	400.0	0000000000000000000000000000000001000000000000000000000000000000	0000000000111111111000001000000000000000001111100000001111111111
9	21910354   	19	400.0	0000000000000000000000000000000000000000000000000000000010000000	1000000000000000000000000000000000000000000000000000000000000000
10	23181334   	20	400.0	0000000000001000000000000000000000000000000000000001000000000000	0000000000000000000000001000001000000000000001010011111111111111
11	25025176   	21	400.0	0000000000000000000000000000000000000000000000000000000000000100	0000000000000000000000000000000000000000000000000000001111111111
12	29155168   	24	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000001000000000000000000111111111111111
13	38948542   	30	400.0	0000000000000000000000000000000000000000000000000000000000010000	0000000000000000000000000000001011100000111100010011111111111111
14	38948542   	30	400.0	0000000000000000000000000000000000000000000000000000000000010000	0000000000000000000000000000001011100000111100010011111111111111
15	41639800   	31	400.0	0001000000000000100000000000000000000000000000000000000000000100	1001100100000000000000000000000000000000000000000000000001111111
16	44802204   	51	400.0	0010000000000000000000000000000000000000000000000000000000000000	1111111111111111111011001000000000000000000011010100101111111111
17	45832420   	25	400.0	0000000000000100000000000000000000000000000110000000000000000000	0000000000000000000000000000000000000000000000011111111111111111
18	45832429   	34	400.0	0000000000000100000000000000000000000000000110000000000000000000	0000000000000000000000000000000000000000000000011111111111111111
19	48392793   	35	400.0	0000000000000000000000100000000000000000000000000000000100000000	0000000000000000000000000000001000000000100000101111111111111111
20	50143670   	73	400.0	0000000000000000000000000000010000100000000000000000000000000000	1111111111111111000000000000000000000000000000000000000000000000
21	51327086   	37	400.0	0000000100000000000000000000000000000000000000000000000000000000	1111010000000000000000000000000000000000000000000000000000000000
22	54871777   	39	400.0	0000000000000000000000000100000010000000000000000000000000000000	0000000000000000000000000000000000000000000000000000101111111111
23	56240116   	40	400.0	0000000000000000000000000000000100000000000000000000010000000000	0000000000000000001011001000001010000000111111111111111111111111
24	59356587   	37	400.0	0000000000000000000000000010000000000000000000000000000000000000	0000000010111111000000000000000000000000000000000000000000000000
