# v 1
# #
# # This is a MuTe raw data file
# # It contains the following data:
# # <FToF> <CToF> <Clk> <Ch>	: Column
# #				  <FToF>	Fine Time-of-Flight counter 	-- step: 25 ps
# #                                <CToF>       	Coarse Time-of-Flight counter 	-- step: 1 ns
# #                                <Clk>         Internal clk-FPGA counter step 	-- step:10 ns
# #                                <Ch>        Channel hits
# #  # s <TIME>			: GPS unix time
# #  # r	<RATE>			: Events rate
# #  # p <LAT> <LON> <ALT>	: GPS data
# #  # w <T> C <P> hPa		: temperature <T> and pressure <P> data
# #  # e <I> mA <V> V <W> W	: Power consumption data, current <I>, voltage <V> and power <W>
# p 07.085850 N 73.073041 W 995. m
# w 23.91 C 900.60 hPa
# e 839.68 mA 10.73 V 9.01 W
0	0	1	67104734   	0000000000000000000000000000000000100000000000000000000010000000
1	0	1	69951013   	0000000000000000000100000000000000000000000000000000000000000000
# s 1577372401
# r 2
0	0	1	14037651   	0000000000000000000000000000000001000000000000000000000000000000
1	0	1	42848956   	0000010000000000001000000000000000000000010000000100000000000000
2	0	1	43682349   	0000000000000000000001000000000000000000000000000000000000000000
3	0	1	47901308   	0000000000100000000000000000000000000000000000000000000000000000
# s 1577372402
# r 4
1	0	1	50420467   	0000000000000000000001000000000000000000000000000000000000000000
2	0	1	53691107   	0000000000000000010000000000000000000000000000000000000010000000
3	100	1	65609284   	0000000000000000001000000000000000000000000000000000000000000000
4	100	1	71994926   	0000000000000000000000000000000000000000000000000100000000000000
# s 1577372403
# r 5
0	0	1	41407450   	0000000000000000000000000000000000000001000000000000000000000000
1	0	1	42535411   	0000000000000000000000100000000000000000000000000000000000000000
2	0	1	74794447   	0000000000000000000000000000000001000000000000000000000000000000
# s 1577372404
# r 3
# s 1577372405
# r 0
0	0	1	45024684   	0000000000000100000000000000000000000000000000000000000000000000
1	0	1	85440140   	0000000000000000010000000000000000000000000000000000000000000000
# s 1577372406
# r 2
0	0	1	8502002   	0000000000100000000000000000000000000000000000000000000000000000
# s 1577372407
# r 1
0	0	1	40316449   	0000000000000000000000000000000100000000000000000000000000000000
1	0	1	43413098   	0000000000010000000000000000000000000000000000000000000000000000
2	0	1	77063582   	0000000000000000000000000000001000000000000000000100000000000000
3	0	1	95504754   	0000000100000000000000000000000000000000000000000000000000000000
# s 1577372408
# r 4
0	0	1	30887870   	0000000000000000000000000000001000000000000000000000000000000000
1	0	1	61427535   	0000000000000000000000000000000000000000000000000100000000000000
# s 1577372409
# r 2
0	0	1	6191120   	0000100000000000000000000000000000000000000000000000000000000000
1	0	1	7336874   	0000000010000000000000000000000000000000000000000000000000000000
2	100	1	18707099   	0010000000000000000000000000000000000000000000000000000000000000
3	0	1	19875409   	0000100000000001000000000000000000000000000000000000000000000000
4	0	1	27212000   	0000000000010000000000000000000000000000000000000100000000000000
5	0	1	28394921   	0000000000000000000000000000001000000000000000000000000000000000
6	0	1	72933831   	0000000001000000000010000000000000000000000000000000000000000000
7	0	1	93956928   	0000000000000000000000000000000000000000000000000000000000000010
# s 1577372410
# r 8
0	0	1	14721819   	0000000000000000000000000000000100000000000000000000000000000000
1	0	1	16246705   	0000000000000000000000000000000000000000000000000000000000000001
2	0	1	67436520   	0000000000000000000000000000000000000000000000000000000100000000
# s 1577372411
# r 3
0	0	1	9908657   	0000000000000000010000000000000000000000000000000000000000000000
1	0	1	11681457   	0000000000000000000000010000000100000000000000000000000000000000
2	0	1	20575430   	0000000000000000000000100000000000000000000000000000000000000000
3	0	1	75189318   	0000000000000000000000010000000000000000000000000000000000000000
4	0	1	97165742   	0000000000000000000000000000000000000010000000000000000000000000
# s 1577372412
# r 5
0	0	1	11558514   	0000000000000001001000000000000000000010000000000000000000000000
1	0	1	17049246   	0000000000000000000000000000001000000000000000000000000000000000
2	0	1	30457243   	0000000000000000000000000000000000000000000000000010000000000000
3	0	1	93526670   	0000000000000000000000000000000000000000000000000000010000000000
# s 1577372413
# r 4
0	0	1	36371554   	0000000000000000000000000000000000000000000010000000000000000000
1	0	1	47758655   	0000010000000000000001000000000000000000000000000000000000000000
2	0	1	79312243   	0000000000000000000000000100000000000000000000000000000000010000
# s 1577372414
# r 3
0	0	1	14923284   	0000000000000000000000000000000000000000000000000000000000001000
1	0	1	65610733   	0000000000000010000000000000000001000000000000000000000000000000
# s 1577372415
# r 2
0	0	1	23638175   	0000000000000000000001000000000000000000000000000000000000000000
2	0	1	83096094   	0000000000000000000000000000000000000000001000000000000000000000
3	0	1	92321349   	0000000000100000000000000000000000000000000000000000000000000000
# s 1577372416
# r 4
0	0	1	6292720   	0000000000000000000001000000000000000000000000000000000000000000
1	0	1	31299631   	0000000000000000000000000000000000000000100000000000000000000000
2	0	1	34793897   	0000000000000000000001000000000000000000000000000000000000000000
3	0	1	44318384   	0000000000010000000000000000000000000000000000000000000000000000
4	0	1	45915086   	0000000000000000000001000000000001000000000000000000000000000000
# s 1577372417
# r 5
0	0	1	10192413   	0000000000000010000000000000000000000000000000100000000000000000
1	0	1	39513457   	0000000000000000000001000000000000000010001000000000000000000000
