# v 1
# #
# # This is a MuTe raw data file
# # It contains the following data:
# # <FToF> <CToF> <Clk> <Ch>	: Column
# #				  <FToF>	Fine Time-of-Flight counter 	-- step: 25 ps
# #                                <CToF>       	Coarse Time-of-Flight counter 	-- step: 1 ns
# #                                <Clk>         Internal clk-FPGA counter step 	-- step:10 ns
# #                                <Ch>        Channel hits
# #  # s <TIME>			: GPS unix time
# #  # r	<RATE>			: Events rate
# #  # p <LAT> <LON> <ALT>	: GPS data
# #  # w <T> C <P> hPa		: temperature <T> and pressure <P> data
# #  # e <I> mA <V> V <W> W	: Power consumption data, current <I>, voltage <V> and power <W>
# #
# p 07.085815 N 73.073051 W 982. m
# w 22.43 C 900.20 hPa
# e 931.84 mA 11.21 V 10.44 W
0	0	1	20538651   	0000000000000000000000000000000000000000010000000000000000000000
1	0	1	28128286   	0000010000000000000000000000000000000000000000000000000000000000
2	0	1	68803192   	0000000000000000000000000000000000000000000100000000000000000000
# s 1576933201
# r 3
0	0	1	33344262   	0000000000000000000000001000000000000000000000000000000000000000
1	0	1	40801178   	0000000100000000000000000000000000000000000000000000000000000000
2	0	1	52105479   	0000000000000000000000000000000000000000000000000001000000000000
3	0	1	67325003   	0000000000000000000000000000000000000000000000000000010000000000
4	0	1	77887151   	0000000000000000000000000000000010000000000000000000000000000000
# s 1576933202
# r 5
0	0	1	54290423   	0000000000000000000000000010000000000000000000000000000000000000
1	0	1	88414036   	0000000000000000000000000000001000000000000000000000000000000000
# s 1576933203
# r 2
0	0	1	22757528   	0000000000000000000000000000000000000000000000000000000000001000
# s 1576933204
# r 1
0	0	1	43020966   	0000000000000000000000000000000000000000000000000000000000001000
# s 1576933205
# r 1
0	0	1	17167395   	0001000000000000000000000000000000000000000000000000000000000000
1	100	1	45346722   	0000000000000000000000000000000000000000000000000000000000000001
2	0	1	58164621   	0000000000000000000000000000000010000000000000000000000000000000
3	0	1	71643925   	0000010000000000000000000000000000000000000000000000000000000000
# s 1576933206
# r 4
0	0	1	13267007   	0001000000000000000000000000000000000000000000000000000000000000
1	0	1	25289245   	0000000000000000000000000000010000000000000000000000000000000000
2	0	1	55550646   	0000000000000000000000001000000000000000000000000000000000000000
3	0	1	87611664   	0000000000000000000000000000000000000000000000000000000000000100
# s 1576933207
# r 4
0	0	1	9853374   	0000010000000000000000000000000000000000000000000000000000000000
1	0	1	33613667   	0000000000000000000000000010000000000000000000000000000000000000
2	0	1	40184144   	0000000000001000000000000000000000000000000010000000000000000000
3	0	1	50436853   	0000000000000000000000000000000000000000010000000000000000000000
4	0	1	63334947   	0000000000000000000000000000000010000000000000000000000000000000
5	0	1	95623763   	0000000000000000000000000000000010000000000000000000000000000000
# s 1576933208
# r 6
0	0	1	26819341   	0000000000000000000000000000000000000110000000000000000000000000
1	0	1	77964906   	0000000000000000000000000000000000000000000000000000000000000100
# s 1576933209
# r 2
0	0	1	20186935   	0000000000000000000000000000000000000100000000000000000000000000
1	0	1	34481175   	0000000000000000000000000000000000000000100000000000000000000000
2	0	1	44932151   	0000000000000001000000000000000000000000000000000000000000000000
3	0	1	77202631   	0000000000000000000000000000000000000000000000000000000000100000
# s 1576933210
# r 4
0	0	1	7012699   	0000000000000000000010000000000000000000000000000000000000000000
1	0	1	34866858   	0100000000000000000000000000000000000000000000000000000000000000
2	0	1	61887211   	0000000000000000000000000000000000000000000000010000000000000000
3	0	1	79474592   	0000000000000000000000000000000000000000000000000000010000000000
4	0	1	97164931   	0000000000000000000000000000000000000000000010000000000000000000
# s 1576933211
# r 5
0	0	1	23261204   	0000000000000000000000000000011000000000000000000000000000011000
1	0	1	28190582   	0000000000100000000000000000000000000000000000000000000000000000
2	0	1	87142556   	0000000000100000000000000000000000000000000001000000000000000000
# s 1576933212
# r 3
0	0	1	36402450   	0000000000000000000000000000000000000000000000000100000000000000
# s 1576933213
# r 1
0	0	1	20007836   	0000000000000000000000000000000000000000001000000000000000000000
1	0	1	31590596   	0010000000000000000000000000000000000000000000000000000000000000
2	0	1	67529205   	0000000000000000000000000000000000000000000000000000001000000000
# s 1576933214
# r 3
0	0	1	6658991   	0000000010000000000000000000000000000000000000000000000000000000
1	0	1	46912284   	0000000000000000000000000000000000000000000010000000000000000000
2	0	1	50600786   	0000000100000000000000000000000000000000000000000000000000000000
3	0	1	59399316   	0000000000000000000000000000000000000000010000000000000000000000
4	0	1	87655611   	0000000000000000000000001000000000000000000000000000000000000000
# s 1576933215
# r 5
0	0	1	6182525   	0000000000000000000000000000010000000000000000000000000000000000
1	0	1	40069188   	0000000000000000000000000000000000000000000000000000000000000001
2	0	1	83696863   	0000000000000000000000000000000000000000010000000000000000000000
# s 1576933216
# r 3
0	0	1	55632390   	0000000000000000000000000000000000000000001000000000000000000000
1	0	1	83373175   	0000000000000000000000000000000000000000000000000000000000000100
# s 1576933217
# r 2
0	0	1	44632834   	0000000000000000000000000000000000000000000100000000000000000000
