# v 1
# #
# # This is a MuTe raw data file
# # It contains the following data:
# # <FToF> <CToF> <Clk> <Ch>     : Column
# #                                <FToF>        Fine Time-of-Flight counter     -- step: 25 ps
# #                                <CToF>        Coarse Time-of-Flight counter   -- step: 1 ns
# #                                <Clk>         Internal clk-FPGA counter step  -- step:10 ns
# #                                <Ch>        Channel hits
# #  # s <TIME>                  : GPS unix time
# #  # r <RATE>                  : Events rate
# #  # p <LAT> <LON> <ALT>       : GPS data
# #  # w <T> C <P> hPa           : temperature <T> and pressure <P> data
# #  # e <I> mA <V> V <W> W      : Power consumption data, current <I>, voltage <V> and power <W>

-25 -234435 -1 0000000000000100000000000000000000000000000000000000000000000010
0 0 96599586 0000000000000100000000000000000000000000000000000000000000000010
0 0 97283501 0000000000000100000000000000000000000000000000000000000000000010
0 0 97832084 0000000000000100000000000000000000000000000000000000000000000010
0 0 98320510 0000000000000100000000000000000000000000000000000000000000000010
0 0 98478628 0000000000000100000000000000000000000000000000000000000000000010
0 0 99332693 0000000000000100000000000000000000000000000000000000000000000010
# s 1545000720
# r 7
# p 07.083673 N 73.072672 W 1025 m
# w 24.11 C 897.30 hPa
# e 921.60 mA 11.67 V 10.75 W
0 0 99902502 0000000000000100000000000000000000000000000000000000000000000010
0 0 1058490 0000000000000100000000000000000000000000000000000000000000000010
0 0 1300563 0000000000000100000000000000000000000000000000000000000000000010
0 0 1614784 0000000000000000000000000000000000000000000000000010000000000000
0 0 2179553 0000000000000000000000000000000000000000000000000010000000000000
0 0 2541278 0000000000000000000000000000000000000000000000000010000000000000
0 0 2994878 0000000000000000000000000000000000000000000000100000000000000000
0 0 3446439 0000000000000000000000000000000000000000000000100000000000000000
0 0 3541906 0000000000000000000000000000000000000000000000000000000010000000
0 0 3990187 0000000000000000000000000000000000000000000000000000000010000000
0 0 4636406 0000000000000000000000000000000000000000000000000000000010000000
0 0 4761388 0000000000000000000000000000000000000000000000000000000010000000
0 0 5290939 0000000000000000000000000000000000000000000000000000000010000000
0 0 5767511 0000000000000000000000000000000000000000000000000000000010000000
0 0 6176976 0000000000000000000000000000000000000000000000000000000010000000
0 0 6654172 0000000000000000000000000000000000000000000000000000000010000000
0 0 6623492 0000000000000000000000000000000000000000000000000000000010000000
0 0 7398609 0010000000000000000000000000000000000000000000000000000000000000
0 0 7592438 0010000000000000000000000000000000000000000000000000000000000000
0 0 8321567 0010000000000000000000000000000000000000000000000000000000000000
0 0 8821361 0010000000000000000000000000000000000000000000000000000000000000
0 0 9126940 0010000000000000000000000000000000000000000000000000000000000000
0 0 9778742 0010000000000000000000000000000000000000000000000000000000000000
0 0 10098450 0010000000000000000000000000000000000000000000000000000000000000
0 0 10672908 0010000000000000000000000000000000000000000000000000000000000000
0 0 10946578 0010000000000000000000000000000000000000000000000000000000000000
0 0 11411474 0010000000000000000000000000000000000000000000000000000000000000
0 0 11804909 0010000000000000000000000000000000000000000000000000000000000000
0 0 12003598 0010000000000000000000000000000000000000000000000000000000000000
0 0 12480534 0010000000000000000000000000000000000000000010000000000000000000
0 0 12954144 0010000000000000000000000000000000000000000010000000000000000000
0 0 12954144 0010000000000000000000000000000000000000000010000000000000000000
0 0 13865207 0010000000000000000000000000000000000000000010000000000000000000
0 0 14267392 0010000000000000000000000000000000000000000010000000000000000000
0 0 14662302 0010000000000000000000000000000000000000000010000000000000000000
0 0 14630545 0010000000000000000000000000000000000000000010000000000000000000
0 0 15380599 0010000000000000000000000000000000000000000010000000000000000000
0 0 15970679 0010000000000000000000000000000000000000000010000000000000000000
0 0 16394933 0000000000000000001000000000000000000000000000000100000100000000
0 0 16594933 0000000000000000001000000000000000000000000000000100000100000000
0 0 17214189 0000000000000000001000000000000000000000000000000100000100000000
0 0 17865790 0000000000000000001000000000000000000000000000000100000100000000
