# s 1577232002
# r 2
# s 1577232003
# r 2
# s 1577232004
# r 2
# s 1577232005
# r 3
# s 1577232006
# r 2
# s 1577232007
# r 2
# s 1577232008
# r 2
# s 1577232009
# r 1
# s 1577232010
# r 1
# s 1577232011
# r 3
# s 1577232012
# r 0
# s 1577232013
# r 0
# s 1577232014
# r 2
# s 1577232015
# r 1
# s 1577232016
# r 1
# s 1577232017
# r 1
# s 1577232018
# r 1
# s 1577232019
# r 2
# s 1577232020
# r 4
# s 1577232021
# r 3
# s 1577232022
# r 1
# s 1577232023
# r 1
# s 1577232024
# r 4
# s 1577232025
# r 5
0	27038083   	533650	400.0	0000000000000000000000000000010000000000000000000000000000000000	0000000000000000000000000000000000000000000000001000000000000000
# s 1577232026
# r 2
# s 1577232027
# r 2
# s 1577232028
# r 1
# s 1577232029
# r 1
# s 1577232030
# r 4
# s 1577232031
# r 4
# s 1577232032
# r 2
# s 1577232033
# r 2
# s 1577232034
# r 1
# s 1577232035
# r 1
# s 1577232036
# r 3
0	34107041   	760453	400.0	0000000000000000000000000000000000000000000000000000100000000000	0000000000010011000000000000001000000000111000000000000000000000
# s 1577232037
# r 5
0	61309318   	235515	400.0	0000001000000000000000000000000000000000000000000000000000000000	0000000000000000010000000000000000000000000000000000000000001000
# s 1577232038
# r 3
# s 1577232039
# r 3
# s 1577232040
# r 3
# s 1577232041
# r 2
# s 1577232042
# r 0
# s 1577232043
# r 0
# s 1577232044
# r 3
# s 1577232045
# r 2
# s 1577232046
# r 2
# s 1577232047
# r 1
# s 1577232048
# r 1
# s 1577232049
# r 3
# s 1577232050
# r 4
# s 1577232051
# r 4
# s 1577232052
# r 1
# s 1577232053
# r 1
# s 1577232054
# r 2
# s 1577232055
# r 2
0	45146315   	264757	400.0	0000000000000000000000010000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000100000000000
# s 1577232056
# r 4
# s 1577232057
# r 4
# s 1577232058
# r 1
# s 1577232059
# r 1
# s 1577232060
# r 1
# s 1577232061
# r 1
# s 1577232062
# r 4
# s 1577232063
# r 1
# s 1577232064
# r 1
# s 1577232065
# r 2
# s 1577232066
# r 2
# s 1577232067
# r 2
# s 1577232068
# r 2
# s 1577232069
# r 2
# s 1577232070
# r 2
# s 1577232071
# r 1
# s 1577232072
# r 1
# s 1577232073
# r 1
0	3734611   	788501	400.0	0000000000000000000000000000000000000000010000000000000000000000	0000000000000000000000000000010000000000000000000000000000000000
# s 1577232074
# r 0
# s 1577232075
# r 4
# s 1577232076
# r 3
# s 1577232077
# r 3
# s 1577232078
# r 4
# s 1577232079
# r 3
# s 1577232080
# r 1
# s 1577232081
# r 1
# s 1577232082
# r 0
# s 1577232083
# r 2
# s 1577232084
# r 1
# s 1577232085
# r 1
# s 1577232086
# r 2
# s 1577232087
# r 2
# s 1577232088
# r 4
0	6323910   	418941	400.0	0000000000000100000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000001000000000000000000000
# s 1577232089
# r 1
# s 1577232090
# r 1
# s 1577232091
# r 1
# s 1577232092
# r 2
# s 1577232093
# r 2
# s 1577232094
# r 3
# s 1577232095
# r 3
# s 1577232096
# r 1
# s 1577232097
# r 2
# s 1577232098
# r 4
# s 1577232099
# r 4
# s 1577232100
# r 3
# s 1577232101
# r 4
# s 1577232102
# r 4
# s 1577232103
# r 4
# s 1577232104
# r 4
# s 1577232105
# r 2
# s 1577232106
# r 2
# s 1577232107
# r 2
# s 1577232108
# r 5
0	58258150   	568381	1650.0	0000000000000000000000000000000000000000000100000000000000000000	0000000000000000000000000010000000000000000000000000000000000000
# s 1577232109
# r 2
# s 1577232110
# r 1
# s 1577232111
# r 1
# s 1577232112
# r 1
# s 1577232113
# r 1
# s 1577232114
# r 1
# s 1577232115
# r 2
# s 1577232116
# r 2
0	75442185   	103294	400.0	0000000000000000000000000000000000000000000000000100000000000010	0000000000000010000000000100000000000000000000000000000000000000
# s 1577232117
# r 2
0	46602482   	7065	1650.0	0000000000000001000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000001000000000000000
# s 1577232118
# r 2
# s 1577232119
# r 3
# s 1577232120
# r 1
# s 1577232121
# r 2
# s 1577232122
# r 2
# s 1577232123
# r 1
# s 1577232124
# r 0
# s 1577232125
# r 0
# s 1577232126
# r 2
# s 1577232127
# r 0
# s 1577232128
# r 0
# s 1577232129
# r 3
# s 1577232130
# r 2
# s 1577232131
# r 1
0	27303917   	314688	400.0	0000000000000000000000000000010000000000000000000100000000000000	0011101001110111111100000010111000010010111010001000000000000000
# s 1577232132
# r 0
# s 1577232133
# r 2
# s 1577232134
# r 5
# s 1577232135
# r 5
# s 1577232136
# r 1
# s 1577232137
# r 1
# s 1577232138
# r 3
# s 1577232139
# r 4
# s 1577232140
# r 3
0	70612247   	370319	400.0	0000000000000000010000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000001000000
# s 1577232141
# r 3
0	75247598   	73269	400.0	0000000000000000000000000000000000000000001000000000000000000000	0000000000000000000000001000000000000000000000000000000000000000
# s 1577232142
# r 3
