0 0 88136184
0 0 88484636
0 0 88721526
0 0 88916010
0 0 89384117
0 0 89551945
0 0 89680482
0 0 90152802
0 0 90410720
0 0 90474525
0 0 90949068
0 0 91106275
0 0 91215301
0 0 91598140
0 0 91904402
0 0 91946770
0 0 92295404
0 0 92716124
0 0 92784861
0 0 93064935
0 0 93492490
0 0 93765781
0 0 94091998
0 0 94175232
0 0 94604468
0 0 94857747
0 0 95003841
0 0 95003841
0 0 95003841
0 0 95712524
0 0 95712524
0 0 96373365
0 0 96636444
0 0 96964312
0 0 97116199
0 0 97424493
0 0 97558625
0 0 97816649
0 0 98127391
0 0 98462495
0 0 98714172
0 0 99029820
0 0 99029984
0 0 99634534
0 0 99810292
0 0 135412
0 0 135274
0 0 604514
0 0 906664
0 0 1194608
0 0 1444026
0 0 1712873
0 0 1978955
0 0 2057287
0 0 2573383
0 0 2871535
0 0 3031001
0 0 3379510
0 0 3379381
0 0 3733156
0 0 4051764
0 0 4223178
0 0 4609292
0 0 4932065
0 0 5249287
0 0 5283848
0 0 5597760
0 0 5897212
0 0 6230941
0 0 6525051
0 0 6552010
0 0 7002329
0 0 7002329
0 0 7667476
0 0 7644834
0 0 8175602
0 0 8164264
0 0 8645318
0 0 8645155
0 0 9066820
0 0 9485965
0 0 9747779
0 0 9946371
0 0 10096054
0 0 10454123
0 0 10454123
0 0 10877763
0 0 11209313
0 0 11548923
0 0 11779914
0 0 12052710
0 0 12288087
0 0 12535426
0 0 12811266
0 0 13235269
0 0 13396521
0 0 13524769
0 0 13945479
0 0 14184852
0 0 14431268
0 0 14800018
0 0 15038226
0 0 15126111
0 0 15512474
0 0 15597869
0 0 16070074
0 0 16295781
0 0 16295781
0 0 16885605
0 0 17057840
0 0 17349680
0 0 17451436
0 0 17924640
0 0 18082901
0 0 18397227
0 0 18639491
0 0 18639491
0 0 19074058
0 0 19436482
0 0 19726253
0 0 19843708
0 0 20367996
0 0 20579816
0 0 20843470
0 0 21037587
0 0 21377792
0 0 21620637
0 0 21871753
0 0 22214893
0 0 22525706
0 0 22688796
0 0 22827893
0 0 23229765
0 0 23379028
0 0 23837780
0 0 23813873
0 0 24305393
0 0 24575387
0 0 24575332
0 0 25095414
0 0 25325420
0 0 25552651
0 0 25552651
0 0 25552651
0 0 26438593
0 0 26533319
0 0 26533319
0 0 27302983
0 0 27333351
0 0 27333351
0 0 27837393
0 0 28349905
0 0 28473013
0 0 28661942
0 0 29098811
0 0 29103288
0 0 29652346
0 0 29918230
0 0 29964125
0 0 29964125
0 0 30581014
0 0 30905715
0 0 31154247
0 0 31493246
0 0 31776432
0 0 31998489
0 0 31998587
0 0 32485319
0 0 32485319
0 0 32485319
0 0 32485319
0 0 33620512
0 0 33832109
0 0 34159764
0 0 34169198
0 0 34597959
0 0 34881182
0 0 34989856
0 0 35410837
0 0 35621045
0 0 36005217
0 0 36225350
0 0 36509590
0 0 36695573
0 0 37018982
0 0 37019071
0 0 37424055
0 0 37666645
0 0 37666645
0 0 38172502
0 0 38680750
0 0 38819857
0 0 39157301
0 0 39396570
0 0 39609526
0 0 39889932
0 0 40147678
0 0 40504625
0 0 40738548
0 0 41075415
0 0 41148230
0 0 41553734
0 0 41815974
0 0 42137734
0 0 42441454
0 0 42405199
0 0 42936692
0 0 43162387
0 0 43342444
0 0 43342444
0 0 43342444
0 0 44171428
0 0 44400554
0 0 44734494
0 0 44936098
0 0 45214725
0 0 45214725
0 0 45770190
0 0 45887999
0 0 46351249
0 0 46503357
0 0 46845862
0 0 47239119
0 0 47451104
0 0 47631638
0 0 47959318
0 0 47959350
0 0 48361856
0 0 48361856
0 0 48920783
0 0 49229981
0 0 49229981
0 0 49819805
0 0 50021620
0 0 50384320
0 0 50482888
0 0 50787660
0 0 50787660
0 0 51393282
0 0 51393462
0 0 51843443
0 0 52275389
0 0 52458073
0 0 52541477
0 0 53065765
0 0 53108886
0 0 53108886
0 0 53609484
0 0 54027185
0 0 54302840
0 0 54572881
0 0 54798359
0 0 55141241
0 0 55389208
0 0 55389355
0 0 55389355
0 0 55389355
0 0 56432925
0 0 56727868
0 0 56956824
0 0 56998990
0 0 57398498
0 0 57697365
0 0 57861824
0 0 58217119
0 0 58520572
0 0 58520572
0 0 59150044
0 0 59388910
0 0 59412798
0 0 59958590
0 0 60165834
0 0 60363489
0 0 60363489
0 0 60962061
0 0 60962134
0 0 61484886
0 0 61750974
0 0 61899182
0 0 62252462
0 0 62252424
0 0 62252424
0 0 63104392
0 0 63318713
0 0 63632321
0 0 63862163
0 0 64148007
0 0 64475860
0 0 64587031
0 0 64587031
0 0 65064104
0 0 65425136
0 0 65752816
0 0 65785110
0 0 66307350
0 0 66534381
0 0 66754747
0 0 66975076
0 0 67368292
0 0 67552202
0 0 67818811
