6EDEACA5 A7 00 00 00 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0063
6EDEACA5 00 00 2A 00 2D 00 00 00 6ED14016 141822.014 220717 A 10 0 +0063
6EDEACAA 00 00 00 00 00 27 00 00 6ED14016 141822.014 220717 A 10 0 +0063
6EDEACAC 00 26 00 00 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0063
6EDEACAC 00 00 00 3A 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0063
703DB8A4 B2 00 00 00 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0055
703DB8A4 00 00 39 00 3B 00 00 00 6ED14016 141822.014 220717 A 10 0 +0055
703DB8AA 00 00 00 00 00 22 00 00 6ED14016 141822.014 220717 A 10 0 +0055
703DB8AD 00 00 00 27 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0055
703DB8AE 00 3E 00 00 00 00 00 00 6ED14016 141822.014 220717 A 10 0 +0055
706EBA3B 80 00 35 00 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
706EBA3B 3C 00 00 00 38 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
706EBA3D 00 3F 00 00 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
706EBA3F 00 00 00 00 00 3D 00 00 704EB856 141823.006 220717 A 10 0 +0063
706EBA43 00 00 00 31 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
70E1058B 80 00 36 00 37 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
70E1058B 3E 00 00 00 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
70E1058C 00 34 00 00 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
70E1058F 00 00 00 00 00 37 00 00 704EB856 141823.006 220717 A 10 0 +0063
70E10592 00 00 00 32 00 00 00 00 704EB856 141823.006 220717 A 10 0 +0063
72408383 80 00 2F 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72408383 00 00 00 00 30 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72408383 38 00 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72408387 00 25 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7240838B 00 00 00 00 00 37 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7240838E 00 00 00 35 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7258B15E B5 00 32 00 34 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7258B162 00 2B 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7258B164 00 00 00 00 00 37 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7258B169 00 00 00 38 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
727BE06D 80 00 2D 00 2F 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
727BE06D 39 00 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
727BE06E 00 3C 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
727BE074 00 00 00 00 00 23 00 00 71CC3096 141824.014 220717 A 10 0 +0055
727BE075 00 00 00 3E 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AD8 80 00 00 00 26 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AD8 00 00 28 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AD8 32 00 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AD9 37 30 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AD9 3F 38 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06ADA 00 21 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06ADF 00 00 00 2A 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
72B06AE0 00 00 00 00 00 27 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7314FBE9 BE 00 39 00 3E 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7314FBEB 00 3A 00 00 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7314FBEC 00 00 00 00 00 20 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7314FBEE 00 00 00 38 00 00 00 00 71CC3096 141824.014 220717 A 10 0 +0055
7450A1DA 80 00 25 00 26 00 00 00 7349A8D6 141825.006 220717 A 10 0 +0063
7450A1DA 2B 00 00 00 00 00 00 00 7349A8D6 141825.006 220717 A 10 0 +0063
7450A1DC 00 26 00 00 00 00 00 00 7349A8D6 141825.006 220717 A 10 0 +0063
7450A1DF 00 00 00 00 00 20 00 00 7349A8D6 141825.006 220717 A 10 0 +0063
7450A1DF 00 00 00 28 00 00 00 00 7349A8D6 141825.006 220717 A 10 0 +0063
74CD2E12 AD 00 2B 00 2C 00 00 00 74C72116 141826.014 220717 A 10 0 +0063
74CD2E1A 00 35 00 00 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0063
74CD2E20 00 00 00 00 00 33 00 00 74C72116 141826.014 220717 A 10 0 +0063
74CD2E21 00 00 00 2B 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0063
76098EB0 80 00 33 00 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0055
76098EB0 00 00 00 00 3B 00 00 00 74C72116 141826.014 220717 A 10 0 +0055
76098EB1 20 00 00 00 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0055
76098EB1 00 2B 00 00 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0055
76098EB3 00 00 00 00 00 22 00 00 74C72116 141826.014 220717 A 10 0 +0055
76098EB7 00 00 00 20 00 00 00 00 74C72116 141826.014 220717 A 10 0 +0055
781EF4B1 80 00 30 00 33 00 00 00 77C21196 141828.014 220717 A 10 0 +0055
781EF4B1 3E 00 00 00 00 00 00 00 77C21196 141828.014 220717 A 10 0 +0055
781EF4B2 00 27 00 00 00 00 00 00 77C21196 141828.014 220717 A 10 0 +0055
781EF4B6 00 00 00 00 00 26 00 00 77C21196 141828.014 220717 A 10 0 +0055
781EF4B7 00 00 00 33 00 00 00 00 77C21196 141828.014 220717 A 10 0 +0055
798ABD3B 80 00 2C 00 2F 00 00 00 793F89D6 141829.006 220717 A 10 0 +0063
798ABD3B 38 00 00 00 00 00 00 00 793F89D6 141829.006 220717 A 10 0 +0063
798ABD3D 00 32 00 00 00 00 00 00 793F89D6 141829.006 220717 A 10 0 +0063
