0717 A 08 0 +0061
B369ACE4 00 00 00 00 00 2A 00 00 B36764D4 223721.011 220717 A 08 0 +0061
B395C1A8 80 00 3D 00 3D 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B395C1A9 3A 00 00 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B395C1AA 00 2C 00 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B395C1AA 00 00 00 3F 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B395C1AB 00 00 00 00 00 26 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B493B9F9 BB 00 3B 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B493B9FA 00 00 00 00 20 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B493B9FD 00 00 00 00 00 21 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B493B9FF 00 28 00 28 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4ADF205 80 00 30 00 31 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4ADF206 24 00 00 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4ADF207 00 30 00 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4ADF20C 00 00 00 00 00 25 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4ADF20D 00 00 00 23 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4E01B7D BF 00 3C 00 3F 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4E01B80 00 00 00 00 00 36 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4E01B82 00 23 00 00 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B4E01B84 00 00 00 27 00 00 00 00 B36764D4 223721.011 220717 A 08 0 +0053
B503BCCB 80 00 26 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B503BCCB 00 00 00 00 2C 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B503BCCB 30 00 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B503BCCC 00 2A 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B503BCCD 00 00 00 00 00 29 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B503BCD0 00 00 00 2A 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F4B 80 00 36 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F4B 00 00 00 00 3C 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F4C 25 00 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F4D 00 27 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F50 00 00 00 00 00 21 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B5460F53 00 00 00 34 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B56BB238 80 00 35 00 36 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B56BB238 3E 00 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
B56BB23A 00 3E 00 00 00 00 00 00 B4E4DD14 223722.003 220717 A 08 0 +0061
