# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500674400.0 55 0.00	854.23	13.04	90.19	0.00	234.09	3.69	0.00	309.94	0.00	0.00	0.00
1500674401.0 55 0.00	855.45	13.04	89.24	0.00	232.78	-0.00	0.00	310.28	0.00	0.00	0.00
1500674402.0 55 0.00	854.58	13.22	90.35	0.00	232.78	-0.00	0.00	309.83	0.00	0.00	0.00
1500674403.0 55 0.00	854.23	13.04	90.35	0.00	234.09	-2.33	0.00	309.89	0.00	0.00	0.00
1500674404.0 55 0.00	854.23	13.04	89.72	0.00	228.89	-0.00	0.00	309.83	0.00	0.00	0.00
1500674405.0 53 0.00	854.58	13.22	90.19	0.00	230.18	-0.00	0.00	309.77	0.00	0.00	0.00
1500674406.0 53 0.00	854.23	13.04	89.72	0.00	230.18	-0.00	0.00	310.00	0.00	0.00	0.00
1500674407.0 53 0.00	855.45	13.04	89.87	0.00	230.18	-0.00	0.00	309.89	0.00	0.00	0.00
1500674408.0 53 0.00	854.23	13.04	85.44	0.00	234.09	-0.00	0.00	310.05	0.00	0.00	0.00
1500674409.0 53 0.00	853.88	12.85	90.03	0.00	228.89	-0.00	0.00	310.05	0.00	0.00	0.00
1500674410.0 53 0.00	853.88	12.85	90.51	0.00	230.18	-0.00	0.00	309.77	0.00	0.00	0.00
1500674411.0 52 0.00	854.58	13.22	90.51	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674412.0 52 0.00	853.88	12.85	90.35	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674413.0 52 0.00	854.23	13.04	90.35	0.00	230.18	-0.00	0.00	309.89	0.00	0.00	0.00
1500674414.0 52 0.00	854.58	13.22	90.35	0.00	231.48	-0.00	0.00	309.83	0.00	0.00	0.00
1500674415.0 52 0.00	854.23	13.04	90.66	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674416.0 52 0.00	854.58	13.22	89.72	0.00	232.78	-0.00	0.00	309.94	0.00	0.00	0.00
1500674417.0 53 0.00	854.58	13.22	90.19	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674418.0 53 0.00	855.45	13.04	89.56	0.00	234.09	-0.00	0.00	309.89	0.00	0.00	0.00
1500674419.0 53 0.00	854.58	13.22	90.03	0.00	231.48	-0.00	0.00	309.94	0.00	0.00	0.00
1500674420.0 53 0.00	855.45	13.04	89.87	0.00	230.18	-0.00	0.00	309.89	0.00	0.00	0.00
1500674421.0 53 0.00	853.88	12.85	89.72	0.00	231.48	-0.00	0.00	309.89	0.00	0.00	0.00
1500674422.0 53 0.00	855.10	12.85	89.72	0.00	230.18	-0.00	0.00	310.05	0.00	0.00	0.00
1500674423.0 53 0.00	854.23	13.04	88.92	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674424.0 54 0.00	853.88	12.85	89.24	0.00	235.40	-0.00	0.00	310.17	0.00	0.00	0.00
1500674425.0 54 0.00	854.58	13.22	88.92	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674426.0 54 0.00	853.88	12.85	89.24	0.00	235.40	3.69	0.00	309.89	0.00	0.00	0.00
1500674427.0 54 0.00	854.58	13.22	89.08	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674428.0 54 0.00	855.45	13.04	89.08	0.00	230.18	-0.00	0.00	309.77	0.00	0.00	0.00
1500674429.0 54 0.00	854.23	13.04	88.77	0.00	232.78	-2.33	0.00	309.83	0.00	0.00	0.00
1500674430.0 54 0.00	854.58	13.22	88.92	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674431.0 54 0.00	855.45	13.04	87.82	0.00	231.48	-0.00	0.00	309.77	0.00	0.00	0.00
1500674432.0 54 0.00	855.80	13.22	88.77	0.00	234.09	-0.00	0.00	310.05	0.00	0.00	0.00
1500674433.0 54 0.00	855.80	13.22	88.61	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674434.0 54 0.00	854.23	13.04	89.40	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674435.0 54 0.00	855.80	13.22	88.45	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674436.0 50 0.00	855.10	12.85	88.92	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674437.0 50 0.00	855.80	13.22	88.29	0.00	230.18	-0.00	0.00	310.00	0.00	0.00	0.00
1500674438.0 50 0.00	854.23	13.04	88.45	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674439.0 50 0.00	855.45	13.04	88.61	0.00	234.09	-0.00	0.00	310.11	0.00	0.00	0.00
1500674440.0 50 0.00	854.58	13.22	89.08	0.00	231.48	-0.00	0.00	309.89	0.00	0.00	0.00
1500674441.0 50 0.00	855.45	13.04	89.24	0.00	231.48	-2.33	0.00	309.72	0.00	0.00	0.00
1500674442.0 51 0.00	855.45	13.04	88.77	0.00	235.40	-0.00	0.00	310.00	0.00	0.00	0.00
1500674443.0 51 0.00	854.23	13.04	89.40	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674444.0 51 0.00	854.23	13.04	89.40	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674445.0 51 0.00	855.45	13.04	88.45	0.00	231.48	-0.00	0.00	310.11	0.00	0.00	0.00
1500674446.0 51 0.00	854.23	13.04	88.92	0.00	231.48	-0.00	0.00	309.89	0.00	0.00	0.00
1500674447.0 51 0.00	854.58	13.22	88.77	0.00	232.78	7.21	0.00	310.05	0.00	0.00	0.00
1500674448.0 48 0.00	855.45	13.04	88.77	0.00	228.89	-0.00	0.00	310.11	0.00	0.00	0.00
1500674449.0 48 0.00	855.80	13.22	88.77	0.00	230.18	-0.00	0.00	309.77	0.00	0.00	0.00
1500674450.0 48 0.00	854.23	13.04	89.08	0.00	228.89	-0.00	0.00	309.83	0.00	0.00	0.00
1500674451.0 48 0.00	855.45	13.04	89.24	0.00	232.78	-0.00	0.00	309.83	0.00	0.00	0.00
1500674452.0 48 0.00	854.58	13.22	89.24	0.00	232.78	-2.33	0.00	310.00	0.00	0.00	0.00
1500674453.0 48 0.00	854.23	13.04	89.08	0.00	228.89	-0.00	0.00	310.00	0.00	0.00	0.00
1500674454.0 48 0.00	855.10	12.85	89.40	0.00	230.18	0.68	0.00	309.72	0.00	0.00	0.00
1500674455.0 48 0.00	854.58	13.22	89.40	0.00	234.09	-0.00	0.00	309.94	0.00	0.00	0.00
1500674456.0 48 0.00	853.88	12.85	89.72	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
1500674457.0 48 0.00	855.80	13.22	90.03	0.00	235.40	-2.33	0.00	309.94	0.00	0.00	0.00
1500674458.0 48 0.00	854.58	13.22	89.87	0.00	230.18	-0.00	0.00	309.83	0.00	0.00	0.00
1500674459.0 48 0.00	853.88	12.85	90.35	0.00	230.18	-0.00	0.00	309.77	473.68	0.00	0.00
1500674460.0 48 0.00	854.58	13.22	90.35	0.00	228.89	-0.00	0.00	309.89	0.00	0.00	0.00
1500674461.0 49 0.00	854.58	13.22	90.19	0.00	228.89	-0.00	0.00	309.77	0.00	0.00	0.00
