# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500804000.0 100 82955.37	846.38	9.49	50.47	0.00	239.37	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804001.0 100 82955.37	846.38	9.49	50.47	0.00	238.04	-2.33	0.00	310.11	0.00	449.22	7501.72
1500804002.0 100 82955.37	846.03	9.30	50.16	0.00	239.37	-0.00	0.00	310.34	0.00	449.22	7501.72
1500804003.0 100 82955.37	845.68	9.11	50.16	0.00	235.40	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804004.0 100 82955.37	846.03	9.30	48.42	0.00	234.09	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804005.0 100 82955.37	847.24	9.30	48.10	0.00	234.09	-0.00	0.00	310.00	0.00	449.22	7501.72
1500804006.0 100 82955.37	845.68	9.11	47.63	0.00	238.04	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804007.0 100 82955.37	846.38	9.49	48.42	0.00	240.70	-2.33	0.00	310.22	0.00	449.22	7501.72
1500804008.0 100 82955.37	846.38	9.49	48.89	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804009.0 100 82955.37	847.24	9.30	49.84	0.00	239.37	-0.00	0.00	310.39	0.00	449.22	7501.72
1500804010.0 100 82955.37	846.38	9.49	50.47	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804011.0 100 82955.37	845.68	9.11	50.00	0.00	235.40	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804012.0 100 82955.37	846.38	9.49	48.89	0.00	239.37	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804013.0 100 82955.37	845.68	9.11	49.05	0.00	242.03	-2.33	0.00	310.22	0.00	449.22	7501.72
1500804014.0 100 82955.37	846.38	9.49	48.58	0.00	236.72	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804015.0 100 82955.37	846.03	9.30	48.26	0.00	234.09	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804017.0 100 82955.37	845.68	9.11	48.58	0.00	238.04	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804018.0 100 82955.37	846.03	9.30	48.42	0.00	240.70	-0.00	0.00	310.28	0.00	449.22	7501.72
1500804019.0 100 82955.37	845.68	9.11	49.05	0.00	240.70	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804020.0 100 82955.37	846.38	9.49	49.84	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804021.0 100 82955.37	846.38	9.49	51.11	0.00	235.40	-0.00	0.00	310.34	0.00	449.22	7501.72
1500804022.0 100 82955.37	847.59	9.49	51.58	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804023.0 100 82955.37	847.24	9.30	51.11	0.00	242.03	-2.33	0.00	310.17	0.00	449.22	7501.72
1500804024.0 100 82955.37	845.68	9.11	49.21	0.00	238.04	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804025.0 100 82955.37	846.03	9.30	49.53	0.00	242.03	-0.00	0.00	310.28	0.00	449.22	7501.72
1500804026.0 100 82955.37	846.03	9.30	48.73	0.00	238.04	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804027.0 100 82955.37	846.38	9.49	48.58	0.00	239.37	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804028.0 100 82955.37	845.68	9.11	48.10	0.00	243.37	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804029.0 100 82955.37	845.17	9.49	48.73	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804030.0 100 82955.37	846.03	9.30	48.73	0.00	240.70	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804031.0 100 82955.37	847.24	9.30	50.16	0.00	235.40	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804032.0 100 82955.37	845.68	9.11	49.68	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804033.0 100 82955.37	846.38	9.49	50.47	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804034.0 100 82955.37	846.38	9.49	50.47	0.00	238.04	-2.33	0.00	310.28	0.00	449.22	7501.72
1500804035.0 100 82955.37	845.68	9.11	49.84	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804036.0 100 82955.37	846.03	9.30	49.68	0.00	240.70	-0.00	0.00	310.22	0.00	449.22	7501.72
1500804037.0 100 82955.37	846.38	9.49	48.89	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804038.0 100 82955.37	846.03	9.30	49.21	0.00	239.37	-0.00	0.00	310.05	0.00	449.22	7501.72
1500804039.0 100 82955.37	846.38	9.49	49.84	0.00	239.37	4.66	0.00	310.11	0.00	449.22	7501.72
1500804040.0 100 82955.37	845.68	9.11	48.42	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804041.0 100 82955.37	846.03	9.30	50.00	0.00	242.03	-0.00	0.00	310.28	0.00	449.22	7501.72
1500804042.0 100 82955.37	846.03	9.30	49.68	0.00	235.40	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804043.0 100 82955.37	846.03	9.30	49.84	0.00	238.04	-0.00	0.00	310.17	0.00	449.22	7501.72
1500804044.0 100 82955.37	845.68	9.11	50.95	0.00	239.37	-2.33	0.00	310.17	0.00	449.22	7501.72
1500804045.0 100 82955.37	845.68	9.11	51.27	0.00	240.70	-2.33	0.00	310.17	0.00	449.22	7501.72
1500804046.0 100 82955.37	846.03	9.30	51.27	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500804047.0 100 82955.37	846.38	9.49	50.00	0.00	236.72	-2.33	0.00	310.11	0.00	449.22	7501.72
1500804048.0 100 82955.37	846.03	9.30	49.05	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
