# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500735600.0 35 62121.83	859.82	13.41	81.65	0.00	228.89	-0.00	0.00	309.55	0.00	429.16	7522.80
1500735601.0 35 62121.83	859.46	13.22	81.17	0.00	222.49	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735602.0 35 62121.83	858.24	13.22	76.11	0.00	228.89	-0.00	0.00	309.72	0.00	429.16	7522.80
1500735604.0 35 62121.83	860.68	13.22	84.02	0.00	221.22	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735605.0 35 62121.83	859.82	13.41	80.70	0.00	227.60	-0.00	0.00	309.66	0.00	429.16	7522.80
1500735606.0 35 62121.83	859.82	13.41	80.54	0.00	223.76	-0.00	0.00	309.43	0.00	429.16	7522.80
1500735607.0 35 62121.83	857.89	13.04	80.06	0.00	222.49	-0.00	0.00	309.55	0.00	429.16	7522.80
1500735608.0 35 62121.83	859.46	13.22	80.38	0.00	227.60	-0.00	0.00	309.60	0.00	429.16	7522.80
1500735609.0 35 62121.83	859.46	13.22	79.91	0.00	222.49	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735610.0 35 62121.83	858.24	13.22	80.38	0.00	225.04	-0.00	0.00	309.77	0.00	429.16	7522.80
1500735611.0 35 62121.83	860.68	13.22	79.59	0.00	223.76	-0.00	0.00	309.55	0.00	429.16	7522.80
1500735612.0 35 62121.83	859.46	13.22	79.75	0.00	222.49	-0.00	0.00	309.72	0.00	429.16	7522.80
1500735613.0 35 62121.83	859.46	13.22	79.59	0.00	219.96	-0.00	0.00	309.60	0.00	429.16	7522.80
1500735614.0 35 62121.83	858.59	13.41	79.43	0.00	222.49	-0.00	0.00	309.60	0.00	429.16	7522.80
1500735615.0 35 62121.83	859.46	13.22	84.97	0.00	228.89	-0.00	0.00	309.77	0.00	429.16	7522.80
1500735616.0 35 62121.83	859.46	13.22	79.75	0.00	225.04	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735617.0 35 62121.83	860.68	13.22	79.59	0.00	223.76	-0.00	0.00	309.94	0.00	429.16	7522.80
1500735618.0 35 62121.83	859.46	13.22	79.91	0.00	225.04	-0.00	0.00	309.43	0.00	429.16	7522.80
1500735619.0 35 62121.83	859.46	13.22	80.22	0.00	223.76	-0.00	0.00	309.83	0.00	429.16	7522.80
1500735620.0 35 62121.83	859.46	13.22	79.59	0.00	227.60	-0.00	0.00	309.60	0.00	429.16	7522.80
1500735621.0 35 62121.83	859.46	13.22	79.43	0.00	221.22	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735622.0 35 62121.83	859.11	13.04	80.06	0.00	227.60	-0.00	0.00	309.72	0.00	429.16	7522.80
1500735623.0 35 62121.83	859.46	13.22	79.75	0.00	225.04	-2.33	0.00	309.43	0.00	429.16	7522.80
1500735624.0 35 62121.83	858.24	13.22	79.75	0.00	228.89	-0.00	0.00	309.72	0.00	429.16	7522.80
1500735625.0 35 62121.83	860.68	13.22	79.91	0.00	223.76	-0.00	0.00	309.43	0.00	429.16	7522.80
1500735626.0 35 62121.83	860.68	13.22	80.06	0.00	225.04	-0.00	0.00	309.77	0.00	429.16	7522.80
1500735627.0 35 62121.83	858.59	13.41	80.06	0.00	228.89	3.69	0.00	309.60	0.00	429.16	7522.80
1500735628.0 35 62121.83	858.59	13.41	79.91	0.00	222.49	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735629.0 35 62121.83	858.59	13.41	80.70	0.00	227.60	-0.00	0.00	309.89	0.00	429.16	7522.80
1500735630.0 35 62121.83	859.46	13.22	80.85	0.00	228.89	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735631.0 35 62121.83	858.59	13.41	81.65	0.00	222.49	-0.00	0.00	309.77	0.00	429.16	7522.80
1500735632.0 35 62121.83	858.59	13.41	81.33	0.00	225.04	-2.33	0.00	309.55	0.00	429.16	7522.80
1500735633.0 35 62121.83	859.82	13.41	81.65	0.00	222.49	-0.00	0.00	309.43	0.00	429.16	7522.80
1500735634.0 35 62121.83	858.59	13.41	81.65	0.00	226.32	-0.00	0.00	309.89	0.00	429.16	7522.80
1500735635.0 35 62121.83	860.17	13.60	81.65	0.00	225.04	-0.00	0.00	309.49	0.00	429.16	7522.80
1500735636.0 35 62121.83	860.17	13.60	81.80	0.00	222.49	-0.00	0.00	309.49	0.00	429.16	7522.80
