# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500800400.0 100 82955.37	843.96	9.49	52.37	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500800401.0 100 82955.37	843.10	9.67	52.37	0.00	238.04	-0.00	0.00	310.11	0.00	449.22	7501.72
1500800402.0 100 82955.37	844.65	9.86	53.01	0.00	242.03	-0.00	0.00	310.05	473.68	449.22	7501.72
1500800403.0 100 82955.37	843.10	9.67	53.48	0.00	244.72	-2.33	0.00	310.28	0.00	449.22	7501.72
1500800404.0 100 82955.37	844.31	9.67	53.80	0.00	235.40	-0.00	0.00	310.17	0.00	449.22	7501.72
1500800405.0 100 82955.37	844.65	9.86	53.16	0.00	236.72	-0.00	0.00	310.05	0.00	449.22	7501.72
1500800406.0 100 82955.37	843.61	9.30	54.43	0.00	235.40	-0.00	0.00	310.00	0.00	449.22	7501.72
1500800407.0 100 82955.37	843.10	9.67	53.96	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500800408.0 100 82955.37	843.44	9.86	54.27	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
1500800409.0 100 82955.37	844.31	9.67	54.43	0.00	239.37	-0.00	0.00	310.51	0.00	449.22	7501.72
1500800410.0 100 82955.37	844.31	9.67	53.80	0.00	239.37	-0.00	0.00	310.22	0.00	449.22	7501.72
1500800411.0 100 82955.37	844.65	9.86	53.32	1.76	238.04	-2.33	0.00	310.00	0.00	449.22	7501.72
1500800412.0 100 82955.37	844.31	9.67	52.37	0.00	236.72	-0.00	0.00	310.11	0.00	449.22	7501.72
