# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500739200.0 47 152356.31	860.68	13.22	24.05	716.81	226.32	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739201.0 47 152356.31	858.24	13.22	24.05	741.28	230.18	-0.00	0.00	309.89	0.00	429.15	7522.81
1500739202.0 48 152356.31	859.11	13.04	23.73	767.49	225.04	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739203.0 48 152356.31	859.46	13.22	23.89	763.99	222.49	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739204.0 48 152356.31	859.46	13.22	24.21	790.19	226.32	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739205.0 48 152356.31	859.46	13.22	23.73	811.15	223.76	-0.00	0.00	309.77	0.00	429.15	7522.81
1500739206.0 48 152356.31	859.46	13.22	23.89	873.98	230.18	-0.00	0.00	309.94	0.00	429.15	7522.81
1500739207.0 48 152356.31	860.68	13.22	24.37	959.43	225.04	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739208.0 48 152356.31	859.11	13.04	24.37	1053.45	225.04	-0.00	0.00	309.83	0.00	429.15	7522.81
1500739209.0 48 152356.31	858.59	13.41	23.42	1216.69	225.04	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739210.0 48 152356.31	858.24	13.22	24.37	1313.58	222.49	-0.00	0.00	309.83	0.00	429.15	7522.81
1500739211.0 48 152356.31	858.24	13.22	23.89	1310.12	227.60	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739212.0 48 152356.31	858.24	13.22	24.05	1313.58	223.76	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739213.0 48 152356.31	859.46	13.22	23.73	1308.40	228.89	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739214.0 48 152356.31	859.46	13.22	24.21	1311.85	222.49	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739215.0 48 152356.31	859.46	13.22	23.89	1311.85	222.49	-0.00	0.00	309.77	0.00	429.15	7522.81
1500739216.0 48 152356.31	859.46	13.22	24.21	1306.67	227.60	-2.33	0.00	309.60	0.00	429.15	7522.81
1500739217.0 48 152356.31	859.46	13.22	23.26	1311.85	222.49	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739218.0 48 152356.31	855.45	13.04	23.58	1313.58	222.49	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739219.0 48 152356.31	854.23	13.04	23.58	1313.58	222.49	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739220.0 48 152356.31	854.23	13.04	23.73	1311.85	223.76	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739221.0 48 152356.31	856.15	13.41	23.26	1310.12	225.04	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739222.0 48 152356.31	855.80	13.22	23.42	1311.85	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739223.0 48 152356.31	858.24	13.22	23.58	1311.85	223.76	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739224.0 48 152356.31	854.93	13.41	23.26	1313.58	222.49	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739225.0 48 152356.31	854.58	13.22	23.73	1303.21	227.60	-0.00	0.00	309.77	0.00	429.15	7522.81
1500739226.0 48 152356.31	856.50	13.60	23.42	1311.85	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739227.0 48 152356.31	854.93	13.41	23.58	1311.85	223.76	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739228.0 48 152356.31	856.15	13.41	23.73	1306.67	225.04	-2.33	0.00	309.60	0.00	429.15	7522.81
1500739229.0 48 152356.31	855.28	13.60	23.73	1313.58	222.49	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739230.0 48 152356.31	855.63	13.79	23.58	1311.85	223.76	-0.00	0.00	309.49	0.00	429.15	7522.81
1500739231.0 48 152356.31	855.28	13.60	23.42	1311.85	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739232.0 48 152356.31	856.50	13.60	23.73	1304.94	227.60	-0.00	0.00	309.77	0.00	429.15	7522.81
1500739233.0 48 152356.31	855.63	13.79	23.73	1306.67	226.32	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739234.0 48 152356.31	855.63	13.79	24.05	1311.85	223.76	-0.00	0.00	309.77	0.00	429.15	7522.81
1500739235.0 48 152356.31	855.98	13.97	23.26	1317.03	218.70	-0.00	0.00	309.38	0.00	429.15	7522.81
1500739236.0 48 152356.31	857.20	13.97	23.73	1313.58	222.49	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739237.0 48 152356.31	855.63	13.79	23.73	1313.58	225.04	-2.33	0.00	309.49	0.00	429.15	7522.81
1500739238.0 48 152356.31	855.98	13.97	23.89	1311.85	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739239.0 48 152356.31	855.98	13.97	23.58	1311.85	227.60	-0.00	0.00	309.72	0.00	429.15	7522.81
1500739240.0 48 152356.31	855.98	13.97	23.73	1311.85	222.49	-0.00	0.00	309.55	0.00	429.15	7522.81
1500739241.0 48 152356.31	855.98	13.97	23.10	1313.58	223.76	-0.00	0.00	309.66	0.00	429.15	7522.81
1500739242.0 48 152356.31	855.98	13.97	23.89	1310.12	222.49	-0.00	0.00	309.49	0.00	429.15	7522.81
