# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1500750000.0 52 152356.31	856.67	13.04	89.40	694.08	223.76	-0.00	0.00	309.72	0.00	429.15	7522.81
1500750001.0 52 152356.31	855.45	13.04	89.40	683.59	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750002.0 50 152356.31	857.02	13.22	88.92	690.59	222.49	-2.33	0.00	309.55	0.00	429.15	7522.81
1500750003.0 50 152356.31	856.67	13.04	88.61	685.34	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750004.0 50 152356.31	856.67	13.04	88.13	685.34	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750005.0 50 152356.31	856.67	13.04	88.61	697.58	225.04	-0.00	0.00	309.66	0.00	429.15	7522.81
1500750006.0 50 152356.31	857.02	13.22	88.61	692.34	226.32	-0.00	0.00	309.60	0.00	429.15	7522.81
1500750007.0 50 152356.31	855.80	13.22	88.45	688.84	222.49	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750009.0 50 152356.31	855.45	13.04	86.08	685.34	222.49	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750010.0 50 152356.31	856.32	12.85	89.08	681.85	219.96	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750011.0 50 152356.31	855.45	13.04	89.24	695.83	226.32	-0.00	0.00	309.60	0.00	429.15	7522.81
1500750012.0 50 152356.31	857.54	12.85	88.77	685.34	221.22	-0.00	0.00	309.60	0.00	429.15	7522.81
1500750013.0 50 152356.31	857.02	13.22	88.77	685.34	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750014.0 50 152356.31	857.89	13.04	88.61	685.34	221.22	-0.00	0.00	309.66	0.00	429.15	7522.81
1500750015.0 51 152356.31	856.67	13.04	88.45	692.34	222.49	-2.33	0.00	309.43	0.00	429.15	7522.81
1500750016.0 51 152356.31	856.32	12.85	88.29	701.08	227.60	-0.00	0.00	309.83	0.00	429.15	7522.81
1500750017.0 51 152356.31	856.67	13.04	87.97	687.09	221.22	-0.00	0.00	309.49	0.00	429.15	7522.81
1500750018.0 51 152356.31	856.67	13.04	88.45	701.08	227.60	-0.00	0.00	309.66	0.00	429.15	7522.81
1500750019.0 51 152356.31	857.54	12.85	88.61	694.08	221.22	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750020.0 51 152356.31	856.32	12.85	89.08	704.57	228.89	-0.00	0.00	309.77	0.00	429.15	7522.81
1500750021.0 51 152356.31	856.32	12.85	88.77	706.32	227.60	-0.00	0.00	309.60	0.00	429.15	7522.81
1500750022.0 51 152356.31	856.67	13.04	89.40	702.83	225.04	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750023.0 51 152356.31	857.02	13.22	89.24	694.08	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750024.0 51 152356.31	856.32	12.85	89.08	697.58	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750025.0 51 152356.31	855.45	13.04	89.24	704.57	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500750026.0 51 152356.31	856.67	13.04	89.72	711.57	226.32	-0.00	0.00	309.72	0.00	429.15	7522.81
1500750027.0 51 152356.31	857.02	13.22	89.24	706.32	219.96	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750028.0 51 152356.31	855.45	13.04	89.24	706.32	219.96	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750029.0 51 152356.31	855.45	13.04	90.66	711.57	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750030.0 51 152356.31	855.45	13.04	90.03	722.05	222.49	-0.00	0.00	309.66	0.00	429.15	7522.81
1500750031.0 51 152356.31	855.45	13.04	90.66	730.79	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500750032.0 51 152356.31	855.80	13.22	90.66	748.27	225.04	-0.00	0.00	309.72	0.00	429.15	7522.81
1500750033.0 51 152356.31	855.80	13.22	90.03	774.47	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750034.0 51 152356.31	856.50	13.60	91.93	867.01	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750035.0 51 152356.31	856.50	13.60	90.66	973.37	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750036.0 51 152356.31	856.50	13.60	90.51	1056.93	228.89	-2.33	0.00	309.66	0.00	429.15	7522.81
1500750037.0 51 152356.31	856.50	13.60	91.14	1070.85	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500750038.0 51 152356.31	857.20	13.97	90.98	1182.02	226.32	-2.33	0.00	309.55	0.00	429.15	7522.81
1500750039.0 54 152356.31	856.85	13.79	90.98	1299.76	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750040.0 54 152356.31	856.85	13.79	90.51	1301.49	226.32	-0.00	0.00	309.49	0.00	429.15	7522.81
1500750041.0 54 152356.31	856.85	13.79	90.19	1306.67	222.49	-0.00	0.00	309.60	0.00	429.15	7522.81
1500750042.0 54 152356.31	856.85	13.79	89.72	1303.21	225.04	-0.00	0.00	309.49	0.00	429.15	7522.81
1500750043.0 54 152356.31	856.15	13.41	87.18	1291.12	218.70	-0.00	0.00	309.32	0.00	429.15	7522.81
1500750044.0 54 152356.31	856.85	13.79	89.40	1310.12	221.22	-0.00	0.00	309.49	0.00	429.15	7522.81
1500750045.0 54 152356.31	857.20	13.97	88.92	1310.12	219.96	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750046.0 54 152356.31	858.42	13.97	87.97	1308.40	223.76	-0.00	0.00	309.55	0.00	429.15	7522.81
1500750047.0 54 152356.31	858.07	13.79	88.29	1311.85	219.96	-0.00	0.00	309.38	0.00	429.15	7522.81
1500750048.0 54 152356.31	858.42	13.97	87.82	1310.12	218.70	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750049.0 54 152356.31	856.85	13.79	87.82	1311.85	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750050.0 54 152356.31	857.20	13.97	87.66	1303.21	227.60	-0.00	0.00	309.55	0.00	429.15	7522.81
1500750051.0 54 152356.31	858.07	13.79	87.18	1304.94	226.32	-0.00	0.00	309.66	0.00	429.15	7522.81
1500750052.0 54 152356.31	857.20	13.97	87.50	1304.94	230.18	-0.00	0.00	309.77	0.00	429.15	7522.81
1500750053.0 54 152356.31	858.07	13.79	87.34	1310.12	221.22	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750054.0 54 152356.31	858.42	13.97	87.03	1304.94	225.04	-0.00	0.00	309.49	0.00	429.15	7522.81
1500750055.0 54 152356.31	858.07	13.79	87.34	1313.58	219.96	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750056.0 54 152356.31	857.20	13.97	87.66	1306.67	223.76	-0.00	0.00	309.83	0.00	429.15	7522.81
1500750057.0 54 152356.31	858.42	13.97	87.18	1306.67	226.32	-0.00	0.00	309.43	0.00	429.15	7522.81
1500750058.0 54 152356.31	857.20	13.97	86.71	1310.12	223.76	-0.00	0.00	309.77	0.00	429.15	7522.81
1500750059.0 54 152356.31	858.42	13.97	86.39	1306.67	225.04	3.69	0.00	309.49	0.00	429.15	7522.81
